,Visitor,G,Home,G.1,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,E+/-,SAtt,Thru%,Rk.1,AvAge.1,GP.1,W.1,L.1,OL.1,PTS.1,PTS%.1,GF.1,GA.1,SOW.1,SOL.1,SRS.1,SOS.1,GF/G.1,GF/G.1,PP.1,PPO.1,PP%.1,PPA.1,PPOA.1,PK%.1,SH.1,SHA.1,PIM/G.1,oPIM/G.1,S.1,S%.1,SA.1,SV%.1,SO.1,Rk.1,Age.1,GP.1,G.1,A.1,PTS.1,+/-.1,PIM.1,PS.1,EV.1,PP.1,SH.1,GW.1,Assist-EV.1,PP.1,Assist-SH.1,S.1,S%.1,TOI.1,BLK.1,HIT.1,FOW.1,FOL.1,FO%.1,Rk.1,Age.1,GP.1,CF.1,CA.1,CF%.1,CF% rel.1,FF.1,FA.1,FF%.1,FF rel.1,oiSH%.1,oiSV%.1,PDO.1,oZS%.1,dZS%.1,TK.1,GV.1,E+/-.1,SAtt.1,Thru%.1
0,Anaheim Ducks,5,San Jose Sharks,2,7,0.7666666666666667,0.3103448275862064,0.0,0.18181818181818177,0.6774193548387097,0.6,0.25,0.25128205128205106,0.0,0.5181818181818181,0.5,0.42857142857142855,0.05154639175257736,0.6363636363636365,0.0,0.5149253731343282,0.11627906976744184,0.013333333333333197,0.2640522875816994,0.7575757575757576,0.9861111111111112,0.5671277461350694,0.1333333333333333,0.6428571428571428,0.6744186046511629,0.15625,0.0,0.10000000000000009,0.6724960254372014,0.5555555555555536,0.30000000000000004,0.6937140765147354,0.4781847133757955,0.0,0.0,0.0,0.0,0.2220615796519411,0.03361285814116011,0.0,0.0,0.0,0.04747288725189275,0.019128466327108185,0.0,0.0,0.14028722600151172,0.0,0.05697172672584272,0.0,0.0,0.0,0.0,0.0,0.22876357992757312,0.8003602528210501,0.4310754604872251,0.0,0.0,0.0,0.3019927778520808,0.7575347058300321,0.0,0.0,0.27492499825577266,0.8986286795129448,0.25999019747740126,0.9304448658483437,0.5986299441942435,0.6975976956634593,0.3024023043365398,0.02183182670987549,0.27147147147147144,0.09126210972589327,0.0,0.5480929655065356,0.16666666666666669,0.9655172413793096,0.0,0.5151515151515152,0.3548387096774194,0.5,0.578125,0.5794871794871794,0.75609756097561,0.6090909090909089,0.0,0.42857142857142855,0.5309278350515465,0.18181818181818182,0.7533333333333334,0.6119402985074625,0.6046511627906976,0.3999999999999999,0.7000000000000001,0.4545454545454546,0.4722222222222223,0.6541903986981286,0.39999999999999997,0.5714285714285714,0.6976744186046513,0.84375,0.7931034482758621,0.625,0.0333863275039743,0.0,0.4,0.6109238372829804,0.9769108280254768,0.9999999999999998,1.0,0.9999999999999999,1.0,0.5819797011686522,1.0000000000000002,1.0,0.9174942704354468,1.0,0.4868253293667658,1.0,1.0,0.9999999999999998,0.47043432757718473,0.9803352373817773,0.6399929354971643,0.9909506521734481,0.6390595680488613,0.4726407613005552,0.7969176432814256,0.8267603384959283,0.5635363628937844,0.6140829672838339,0.7569444444444438,0.9426769061985738,0.8136520974698497,0.5815865622132823,0.8937073692657478,0.6187297734627832,0.8160843327183271,0.5143218846323205,0.9144282425172685,0.7167249133073256,0.679754145908688,0.24878063364340974,0.3682649631225079,0.7262083857828516,0.27379161421714615,0.7936210131332082,0.7241741741741741,0.7466516614931797,0.8571259469696969,0.15443164034713242
1,Montreal Canadiens,2,Toronto Maple Leafs,3,5,0.43333333333333335,0.4482758620689644,0.0,0.4545454545454547,0.4516129032258065,0.4,0.5,0.4999999999999998,0.4065040650406502,0.40909090909090917,0.5,0.0,0.4587628865979382,0.5454545454545455,0.40666666666666673,0.4104477611940296,0.0,0.30666666666666664,0.02026143790849677,0.48484848484848486,0.5694444444444442,0.6655817737998371,0.1333333333333333,0.21428571428571427,0.5116279069767444,0.5,0.9528130671506352,0.15000000000000036,0.39109697933227316,0.5,0.30000000000000004,0.5432534410373595,0.6737723443599748,0.6183504372708779,0.529588586298174,0.526244563471541,0.5274430353102142,0.6490383248177605,0.4734226009332523,0.5925772574999056,0.5952339880233618,0.14364640883977897,0.14127012416087445,0.5859576099457803,0.6459383072301126,0.13483122713668105,0.15273206056616195,0.7254182915520058,0.7024711200465399,0.6113034932359698,0.4805940069954391,0.7439308280678416,0.5303704317474456,0.6244456691372269,0.6676766930258915,0.4756399962214244,0.4702111613876321,0.682518249715178,0.7183171214653866,0.506669489731103,0.8262877953930508,0.6014684683119996,0.696077561737156,0.4477492124784066,0.8126512781155908,0.808405021506452,0.5841190304951993,0.7128241924387808,0.631026795800631,0.6769117407415264,0.3230882592584723,0.4104488382161928,0.842966042966043,0.7270073145464249,0.7281195367132868,0.29902491874322745,0.2,0.3103448275862064,0.0,0.5151515151515152,0.3870967741935484,0.4,0.5625,0.5641025641025639,0.7317073170731709,0.5272727272727273,0.0,0.2857142857142857,0.5927835051546393,0.4545454545454546,0.7333333333333334,0.5298507462686568,0.34883720930232553,0.0,0.5790849673202615,0.33333333333333326,0.05555555555555536,0.5834011391375107,0.1333333333333333,0.5714285714285714,0.0,0.0,0.8439201451905634,0.5750000000000002,0.6597774244833063,0.527777777777775,0.20000000000000004,0.7660372576352805,0.5382165605095537,0.9999999999999998,0.9829308382854975,0.9237234267956776,0.9449429037520394,0.7414046429620923,0.23899371069182407,0.9824970828471414,0.9999999999999999,0.6961325966850828,0.19924918543703077,1.0,0.9917256596488,0.7100515463917525,0.30350601779173214,0.9999999999999998,0.6538129446447898,0.9963417530062875,0.698664410022444,0.32097541633624105,0.9999999999999998,0.8139869072329553,0.75004764886868,0.6730839831338133,0.46078431372548945,0.9999999999999998,1.0,1.0000000000000002,0.6616289955864652,0.6016287280116588,1.0,1.0000000000000002,0.5311170027209942,0.697592800567443,0.7927774641246288,0.5243783968894817,0.6423803335884788,0.4587907257152901,0.5412092742847081,0.7286372164420944,1.0,0.652157293492424,1.0,0.03350405463081518
2,Calgary Flames,2,Vancouver Canucks,5,7,0.06666666666666668,0.3793103448275854,0.0,0.6363636363636364,0.29032258064516125,0.30000000000000004,0.671875,0.6717948717948716,0.75609756097561,0.290909090909091,0.0,0.5714285714285714,0.7371134020618557,0.0,0.7533333333333334,0.2910447761194028,0.5116279069767442,0.8533333333333335,0.4137254901960784,0.606060606060606,0.6388888888888888,0.5646867371847035,1.0,0.4285714285714286,0.558139534883721,0.96875,0.6987295825771325,0.6750000000000003,0.0,0.38888888888888573,0.20000000000000004,0.42801795148554245,0.40366242038216527,0.7552178666633906,0.8298969746382339,0.8317750863956396,0.8311019857118749,1.0,0.6244849273476472,0.9828592121675458,0.7280630120386714,0.738045341969899,1.0000000000000002,0.9581991686669399,0.8240989370167355,0.757043192321365,1.0,0.7508484263346369,0.5518701308895388,0.7437932443486945,0.3892787408128233,0.007287593316743779,0.6816614168433521,0.5750356499859601,0.49955073923816284,0.5204131636123182,0.33823529411764675,0.662526447770551,0.5433543819439811,0.3358186382747044,0.6222224345134597,0.08576992549108164,0.5515369662625198,0.3183430836006793,0.5869422212476687,0.12337451235370622,0.42329947061060125,0.0,0.01632563148619326,0.6248678710684783,0.3751321289315208,0.7606539801661751,0.905148005148005,0.7650253433140115,0.5901988636363636,0.4731509144654664,0.7333333333333333,0.10344827586206762,0.0,0.18181818181818177,0.6451612903225805,0.7000000000000001,0.265625,0.2666666666666666,0.1869918699186992,0.5181818181818181,1.0,0.8571428571428571,0.19587628865979387,0.6363636363636365,0.18666666666666654,0.5149253731343282,0.2790697674418605,0.5333333333333332,0.2738562091503268,0.5454545454545454,0.75,0.6810414971521555,0.26666666666666666,0.5,0.6279069767441865,0.625,0.29401088929219643,0.20000000000000018,0.46899841017488075,0.44444444444444287,0.0,0.4830847321786367,0.40841797211223874,0.2965270222128078,0.2312726179207404,0.18749988069855295,0.20318769013711913,0.24243632407017657,0.30826109127995927,0.2099088586836545,0.20077220077220082,0.2601164700612213,0.1934199392762929,0.08649566374523932,0.18050485900076774,0.230461131234327,0.09597352454495311,0.2791991354590848,0.431935477540768,0.30342658114528986,0.2904249405592354,0.1648091390359432,0.2457034012660917,0.3299774307278698,0.4109821890473726,0.5401275437909909,0.24194677871148418,0.4103910351853304,0.25364099102457927,0.31094794470826637,0.40217619748180056,0.7200835403025514,0.262602134949921,0.2642668428005286,0.4619559258853201,0.9888654096228868,0.4671934562400677,0.32729415985444277,0.2814764049344003,0.48944503655749827,0.510826896845133,0.18654516215491823,0.11660231660231657,0.04394666685511478,0.29360288149350644,0.7250073869792146
3,Boston Bruins,0,Washington Capitals,7,7,0.03333333333333333,0.7241379310344822,0.0,0.6060606060606061,0.25806451612903225,0.5,0.671875,0.6717948717948716,0.49593495934959364,0.19090909090909092,0.3333333333333333,0.42857142857142855,0.6443298969072166,0.4545454545454546,0.4933333333333332,0.19402985074626833,0.7906976744186047,0.5333333333333332,0.8470588235294118,0.5757575757575757,0.6111111111111112,0.5850284784377546,0.26666666666666666,1.0,0.8372093023255813,1.0,0.7422867513611617,0.3500000000000001,0.18124006359300449,0.6388888888888857,0.8,0.10636270537423753,0.48142967808572834,0.2965270222128078,0.38320353480297853,0.37509902020107544,0.3780036153608748,0.6286392769495914,0.45410504844467114,0.5260020814279859,0.27807486631016043,0.6871733612065104,0.1934199392762929,0.537466158858349,0.2909784842302999,0.6481436333240456,0.3892259606545321,0.40109788597474716,0.3277929315724406,0.29814996314866904,0.07751214918513205,0.21914182223460577,0.2739062710165614,0.2918297508749368,0.8534230039662014,0.3394398718941025,0.4212523719165082,0.39212216658114074,0.3455824946319269,0.15265720940080452,0.8058519243961042,0.6567709888637209,0.39350970122604445,0.12915157455149795,0.8864530983091132,0.7237247787239398,0.09139381344346553,1.0,0.49358249587851866,0.7474133431580228,0.2525866568419768,0.3921805967439328,0.3804707933740191,0.5369927924901793,0.37195289589442815,0.2412149665670782,0.1,0.7586206896551726,0.0,0.5757575757575758,0.32258064516129026,0.4,0.625,0.6256410256410254,0.6341463414634148,0.5181818181818181,0.6666666666666666,0.14285714285714285,0.5567010309278351,0.4545454545454546,0.6333333333333333,0.5149253731343282,0.4186046511627908,0.3333333333333335,0.5111111111111114,0.7575757575757576,0.8472222222222223,0.5044751830756713,0.1333333333333333,0.2857142857142857,0.6511627906976745,0.59375,0.4010889292196014,0.7000000000000002,0.44833068362480155,0.4166666666666643,0.30000000000000004,0.5286022050437205,0.8383757961783429,0.9999999999999998,0.9146541914274877,0.9110106645949573,0.9123164763458402,0.7414046429620923,0.9591194968553463,0.9282380396732791,0.8968678380443086,0.7790055248618782,0.19924918543703077,0.9286926994906622,0.9669026385952006,0.768041237113402,0.13657770800627944,0.8286356400412023,0.7319526859451113,0.9920096184084704,0.8990029066558742,0.7809278350515465,0.6235350778616151,1.0,0.32057251250215546,0.6705590443489762,0.7058823529411766,0.9818979703784969,0.6977328620928952,0.8439735245652633,0.4361549330991856,0.7271294923773156,0.7335753248836836,0.7787605536729654,0.5020688044312456,1.0,0.9999999999999998,0.8244870082192328,1.0000000000000018,0.47747996684166916,0.52252003315833,0.7145770454360061,0.9336466901684293,0.13285009218718327,0.7542613636363636,0.22115830689008842
4,Boston Bruins,4,Buffalo Sabres,0,4,0.03333333333333333,0.7241379310344822,0.0,0.6060606060606061,0.25806451612903225,0.5,0.671875,0.6717948717948716,0.49593495934959364,0.19090909090909092,0.3333333333333333,0.42857142857142855,0.6443298969072166,0.4545454545454546,0.4933333333333332,0.19402985074626833,0.7906976744186047,0.5333333333333332,0.8470588235294118,0.5757575757575757,0.6111111111111112,0.5850284784377546,0.26666666666666666,1.0,0.8372093023255813,1.0,0.7422867513611617,0.3500000000000001,0.18124006359300449,0.6388888888888857,0.8,0.10636270537423753,0.48142967808572834,0.2965270222128078,0.38320353480297853,0.37509902020107544,0.3780036153608748,0.6286392769495914,0.45410504844467114,0.5260020814279859,0.27807486631016043,0.6871733612065104,0.1934199392762929,0.537466158858349,0.2909784842302999,0.6481436333240456,0.3892259606545321,0.40109788597474716,0.3277929315724406,0.29814996314866904,0.07751214918513205,0.21914182223460577,0.2739062710165614,0.2918297508749368,0.8534230039662014,0.3394398718941025,0.4212523719165082,0.39212216658114074,0.3455824946319269,0.15265720940080452,0.8058519243961042,0.6567709888637209,0.39350970122604445,0.12915157455149795,0.8864530983091132,0.7237247787239398,0.09139381344346553,1.0,0.49358249587851866,0.7474133431580228,0.2525866568419768,0.3921805967439328,0.3804707933740191,0.5369927924901793,0.37195289589442815,0.2412149665670782,0.8666666666666667,0.0,0.0,0.12121212121212122,0.7419354838709677,0.6,0.1875,0.18717948717948718,0.2032520325203251,0.6999999999999997,0.8333333333333333,0.42857142857142855,0.11340206185567014,0.9090909090909092,0.20666666666666678,0.7014925373134329,0.34883720930232553,0.3333333333333335,0.4281045751633986,0.33333333333333326,0.20833333333333348,0.6672091131000819,0.0,0.5714285714285714,0.2093023255813955,0.25,0.7731397459165157,0.0,0.6391096979332271,0.33333333333333215,0.1,1.0,0.3130971337579611,0.5563323833273959,0.37733120495637884,0.37230736633943073,0.37410787112561183,0.0,0.16352201257861654,0.2777858809801633,0.34511077158135983,0.4578729281767956,0.015020718232044178,0.17105263157894746,0.35175714811069225,0.4654075386597938,0.14179421768707484,0.6174589146923868,0.004659383033418951,0.5640970066554425,0.2051652930571397,0.1728414948453607,0.41192406485792255,0.6001317260098993,1.0,1.0000000000000002,0.31710615280595,0.5511945069703219,0.3985870035779616,0.4035497601612068,0.5357671572131544,0.5618649808083089,0.46609778597785967,0.4283423677857243,0.5457829412231723,0.6510358279897763,0.0,0.5153485963627169,0.08999480091557466,0.48456898933788084,0.5156935670508669,0.18166526492851143,0.39378689033861447,0.19267845331857267,0.43394886363636365,0.59073984134693
5,New York Islanders,2,Carolina Hurricanes,1,3,0.13333333333333333,0.6206896551724128,0.0,0.5757575757575758,0.3548387096774194,0.30000000000000004,0.609375,0.6102564102564101,0.2195121951219512,0.0,0.8333333333333333,0.7142857142857142,0.5721649484536083,0.4545454545454546,0.2200000000000002,0.0,0.04651162790697683,0.21333333333333337,0.10457516339869277,0.4242424242424243,0.26388888888888884,0.5842148087876318,0.2,0.0,0.418604651162791,0.3125,0.16152450090744175,0.30000000000000027,0.36883942766295696,1.0,1.0,0.03811937650487929,0.9999999999999991,0.9999999999999998,0.6244784422809457,0.5773006568260469,0.5942088091353996,0.8525825628969914,0.7012578616352203,0.8442240373395565,0.6493506493506492,0.3370165745856353,0.27114322141946456,0.8930390492359933,0.6400661947228095,0.3621134020618556,0.30350601779173214,0.7359303305552956,0.42245802432423063,1.0000000000000002,1.0,0.9256542426645518,0.59463798362498,0.8323487146734792,0.0,0.21299357642168903,0.837858220211162,0.8287269505042405,0.5033906507217679,0.6866317040994152,0.31941029413277633,0.5582784792538688,0.5095178115242691,0.5783050502997662,0.3610307574236984,0.6664811943583075,0.493079652893343,0.950656319054449,0.7377280053019231,0.3070404772532429,0.6932523741034382,0.37754365709337556,0.7911295911295912,0.4747225295450027,0.5153791520979022,0.5329459273121238,0.3333333333333333,0.068965517241379,0.0,0.5151515151515152,0.4193548387096774,0.30000000000000004,0.546875,0.5487179487179485,0.38211382113821135,0.2727272727272725,0.3333333333333333,0.2857142857142857,0.5103092783505155,0.4545454545454546,0.3799999999999999,0.27611940298507465,0.30232558139534893,0.48,0.31830065359477133,0.4242424242424243,0.5416666666666665,0.7209113100081366,0.3333333333333333,0.5,0.32558139534883734,0.625,1.0,0.10000000000000009,0.06518282988871205,0.47222222222222143,0.5000000000000001,0.8314037379992052,0.0,0.7552178666633906,0.5952450503790967,0.5354362157857436,0.5568712381166676,0.6182192183367617,0.4186727391021472,0.7333521104092068,0.5616290403308658,0.515145742046104,0.35543278084714547,0.7664071190211347,0.557037469129736,0.44509864912904384,0.4013605442176871,0.8547423076550498,0.25879138130654034,0.7466414983601333,0.40560727031899635,0.7547102737291147,0.642799807352705,0.7661415978901815,0.3684068467576864,0.7131244095975819,0.0,0.7719144267690621,0.7648031647482213,0.5031293669278001,0.7539601444429573,0.04232558139534881,0.8187269372693726,0.47400792602377795,0.7865387567152728,0.15148894668400525,0.16936463522828094,0.5688245393742122,0.24229488936753363,0.7655988455988441,0.23470571981210275,0.9221763602251405,0.7407567567567568,1.0,0.7908238636363637,0.0
6,Minnesota Wild,1,Colorado Avalanche,4,5,0.6666666666666666,1.0,0.0,0.24242424242424254,0.6451612903225805,0.5,0.296875,0.29743589743589727,0.11382113821138207,0.38181818181818183,0.16666666666666666,0.5714285714285714,0.22164948453608252,0.7272727272727274,0.11333333333333329,0.3805970149253728,0.4186046511627908,0.3999999999999999,0.48300653594771237,0.4242424242424243,0.5555555555555554,0.7274206672091132,0.1333333333333333,0.21428571428571427,0.4418604651162792,0.5625,0.5372050816696916,0.0,0.18600953895071548,0.4166666666666643,0.1,0.3975438070989967,0.9566203435630181,0.498072999319882,0.2970608857573075,0.2953084771009765,0.2959365267685008,0.19848262228514948,0.2688202782542408,0.34613344648350486,0.2293214806583791,0.4918801272392431,0.12299793515263127,0.3711992591449297,0.23838458131002027,0.4789714151827553,0.32879818594104304,0.498889068605334,0.2866231921741005,0.49472140825200195,0.4486552117443616,0.16354264292408627,0.41006630764216245,0.5043279675245187,0.5632867735816522,0.7008055235903334,0.9064171122994651,0.6659352715304443,0.5178703881761489,0.4969299174253654,0.5557041594222287,0.5755865268170529,0.5528136531365313,0.4120211360634083,0.6232121677248328,0.6202713086653269,0.256886582331884,0.7447892035699262,0.4303006568524488,0.5539674166366617,0.44603258336333784,0.2660753880266076,0.0,0.7530037516681263,0.5003551136363636,0.3065611298645843,0.5333333333333333,0.137931034482758,0.0,0.2727272727272728,0.4516129032258065,1.0,0.40625,0.4076923076923076,0.5040650406504064,0.4818181818181819,0.3333333333333333,0.2857142857142857,0.46391752577319595,0.4545454545454546,0.5066666666666664,0.4850746268656714,0.7441860465116279,1.0,0.5941176470588238,0.8484848484848484,1.0,0.4841334418226202,0.39999999999999997,0.2857142857142857,0.7674418604651165,0.90625,0.7350272232304906,0.3500000000000001,0.503974562798092,0.5,0.4,0.0,0.3581210191082791,0.6845030281439259,0.6278922746238462,0.5830213998163712,0.5991027732463297,0.5123361739641493,0.7494758909853252,0.6446907817969666,0.4925897631779984,0.9337016574585636,0.4005524861878452,0.4723259762308999,0.4936103705065733,0.9130154639175256,0.23673469387755103,0.7072759621687423,1.0,0.6763414107141712,0.7557305272452999,0.37199312714776633,0.5217530903836891,0.703656394699026,0.5809622348680805,0.22817872662006433,0.2663962136578766,0.5911438137212248,0.41696846145757627,0.4200938912292742,0.390272698343888,0.24497629261684362,0.42332039699707336,0.34366145857058283,0.4943366766348225,0.4777700551544774,0.24329488841875402,0.6595464920334351,0.35904741970114706,0.5194889890414456,0.4805110109585522,0.2375622695218994,0.20378999689344524,0.5066271664998556,0.48351782915360497,0.41817887471116943
7,Arizona Coyotes,0,Dallas Stars,3,3,0.5666666666666667,0.206896551724137,0.0,0.3030303030303031,0.6129032258064515,0.4,0.34375,0.3435897435897435,0.10569105691056913,0.26363636363636367,0.6666666666666666,0.42857142857142855,0.3041237113402062,0.36363636363636365,0.10666666666666647,0.26119402985074647,0.2558139534883721,0.6266666666666669,0.21830065359477147,0.1212121212121211,0.36111111111111116,0.9951179820992673,0.8666666666666667,0.5714285714285714,0.2325581395348837,0.46875,0.4555353901996373,0.025000000000000355,0.35612082670906187,0.6666666666666643,0.5000000000000001,0.1126414058209777,0.2980891719745218,0.6845030281439259,0.38626880768744476,0.2965604915601384,0.3287112561174552,0.2305455970222353,0.23983228511530408,0.476312718786465,0.28403361344537814,0.4309392265193369,0.8367096378146102,0.4414261460101868,0.24620759400570003,0.36018041237113396,0.8877551020408163,0.6135405936885474,0.3330913086991505,0.6837670103136897,0.7184223113433166,0.6546391752577319,0.4946219296837373,0.6912022992176274,0.4730988101396787,0.0,0.35708898944193024,0.7201147727752224,0.5185931071208948,0.629928826202381,0.4056439748562264,0.6499470274588812,0.5298130144762987,0.528117061274261,0.46446071196646876,0.8446408922676804,0.1718156953944845,0.7042690799705902,0.34244852464942177,0.4915368319623634,0.5087560193943168,0.3654206956270747,0.4328482328482328,0.2595384482202603,0.5625546328671328,0.2795561246265468,0.5,0.5862068965517242,0.0,0.4242424242424242,0.5161290322580645,0.30000000000000004,0.453125,0.45384615384615357,0.10569105691056913,0.08181818181818179,0.16666666666666666,0.2857142857142857,0.4226804123711341,0.5454545454545455,0.10666666666666647,0.08208955223880587,0.32558139534883734,0.040000000000000036,0.5287581699346408,0.33333333333333326,0.5277777777777777,0.8169243287225383,0.06666666666666665,0.07142857142857142,0.37209302325581417,0.1875,0.45009074410163397,0.025000000000000355,0.45945945945945965,0.9444444444444429,0.9,0.3990774299835258,0.7611919927206552,0.3915415542775713,0.23904051442299012,0.23950440406404805,0.23933814961547428,0.4414340287981193,0.1600179694519317,0.39829971661943686,0.2014624031430754,0.3488555643251776,0.05340699815837935,0.4723259762308999,0.2246943090925806,0.32069219440353447,0.05072886297376092,0.39267989244578816,0.10755705567220719,0.38953209584546,0.4437354470100341,0.25257731958762886,0.39772492718390917,0.34515636048447784,0.5405611804991013,0.3342394604734016,0.583333333333333,0.4944361727137372,0.3743441114255103,0.4394603913977193,0.3567798391257009,0.6456028448859789,0.3758566157090142,0.3694093225136821,0.3909110843109307,0.7776332899869961,0.1493684862193021,0.8516003382620525,0.43122185235950283,0.18433575880384367,0.8156642411961563,0.27338515143393205,0.7140283140283139,0.4491393520097098,0.40772118506493504,0.5525272849216503
8,Columbus Blue Jackets,3,Detroit Red Wings,2,5,0.4,0.0,0.0,0.5454545454545455,0.4838709677419355,0.0,0.53125,0.5333333333333332,0.4878048780487805,0.36363636363636376,0.3333333333333333,0.14285714285714285,0.5360824742268042,0.4545454545454546,0.4866666666666668,0.3656716417910446,0.06976744186046513,0.1333333333333333,0.15947712418300675,0.0,0.0,0.998372660699756,0.3333333333333333,0.3571428571428571,0.023255813953488635,0.03125,0.5825771324863886,0.42500000000000027,0.18441971383147848,0.4166666666666643,0.8,0.46787479406919275,0.3599970143312099,0.5563323833273959,0.5391326337084335,0.4730162793982625,0.49671186786296917,0.5948280928592419,0.0,0.6347359976662778,0.5797364400305577,0.18853591160220995,0.30709023941068136,0.663518675721562,0.5635285464742115,0.15914948453608246,0.2774234693877551,0.5575428410899896,0.26359303557762126,0.5545542768330278,0.3033684094337541,0.3145940721649485,0.4771432011558836,0.5171044228005748,0.3595992049445913,0.6096048352271193,0.2507002801120439,0.5383982446516731,0.4058797442770409,0.37932155712168414,0.37916276581516684,0.10050237073831558,0.47778564839219806,0.34761275712398576,0.4464970946168183,0.0,0.6484593598580497,0.6609435461138311,0.6383884863912286,0.29528458707790106,0.7047154129220985,0.3361029214687752,0.185971685971686,0.5116805382075413,0.41162743506493504,0.7948905554539332,0.9,0.931034482758621,0.0,0.09090909090909094,0.7741935483870968,0.6,0.15625,0.1564102564102563,0.22764227642276413,0.7363636363636363,0.5,0.7142857142857142,0.08247422680412375,0.9090909090909092,0.22666666666666657,0.7388059701492535,0.18604651162790697,0.06666666666666687,0.334640522875817,0.7878787878787878,0.625,0.3588283157038239,0.26666666666666666,0.4285714285714286,0.418604651162791,0.1875,0.22323049001814965,0.30000000000000027,0.7297297297297298,0.33333333333333215,0.1,0.29966580371852203,0.6754322111009996,0.3915415542775713,0.3024402579339993,0.2938060597499824,0.2969004893964111,0.1702917593719827,0.18805031446540887,0.19546591098516408,0.2933973589435773,0.22573007103393838,0.21362799263351753,0.12801358234295424,0.31996742799353806,0.18068851251840934,0.3607385811467444,0.3269434002648721,0.0,0.3977562751771899,0.2125065044966441,0.20029455081001468,0.420980207783868,0.43055587235692605,0.7033109156751163,0.41941671193085206,0.5680147058823524,0.2861012068019748,0.1471353808961292,0.2151770590726234,0.07187040256787647,0.11431403815759766,0.15643738468634694,0.22957397622192866,0.0,0.13225373862158663,0.1868612656111377,0.6510135048561132,0.31440914431173006,0.41252187528783235,0.5874781247121672,0.0,0.5057432432432432,0.009197882786510181,0.16539417613636365,0.5286625053350393
9,Nashville Predators,3,New York Rangers,2,5,0.26666666666666666,0.7931034482758612,0.0,0.5454545454545455,0.4193548387096774,0.20000000000000007,0.5625,0.5641025641025639,0.3252032520325203,0.19090909090909092,0.6666666666666666,0.2857142857142857,0.5360824742268042,0.4545454545454546,0.32666666666666666,0.19402985074626833,0.04651162790697683,0.5866666666666669,0.0,0.4545454545454546,0.708333333333333,0.7599674532139948,0.3333333333333333,0.5,0.5348837209302328,0.84375,0.7368421052631584,0.15000000000000036,0.2511923688394275,0.6944444444444429,0.6000000000000001,0.457563717414478,0.7942347321094028,0.44324063790104584,0.38249797326946977,0.33706684170949264,0.35334900681316583,0.7125304661976457,0.3005919348871624,0.5322602786738967,0.4095178178223161,0.1225219369515762,0.27960134329975084,0.5323079996005194,0.40059705044102756,0.11480442692540938,0.24949979991996796,0.5161890020546096,0.4621503316391611,0.43958600775266476,0.22202046129905662,0.04335961188599158,0.44698894166753234,0.40988626010838614,0.2692705638903259,0.6725392027205743,0.5927601809954748,0.5293472298409216,0.4724975856538175,0.3431000504894215,0.5794693470231795,0.3484985324000903,0.5131280158955436,0.31071029366934266,0.6897396540527785,0.5728718615584676,0.2689827234118507,0.9078807567134994,0.5516071455468357,0.6965327816391635,0.3034672183608351,0.3584932890749025,0.4831600831600831,0.42420849453906184,0.4967493444055945,0.57678901692986,0.8333333333333334,0.275862068965516,0.0,0.09090909090909094,0.6451612903225805,1.0,0.21875,0.2205128205128204,0.2032520325203251,0.6909090909090909,1.0,0.7142857142857142,0.10824742268041238,0.8181818181818183,0.20666666666666678,0.6940298507462686,0.30232558139534893,0.21333333333333337,0.4209150326797385,0.8484848484848484,0.9166666666666665,0.44507729861676193,0.26666666666666666,0.21428571428571427,1.0000000000000002,0.5625,0.221415607985481,0.25,0.750397456279809,0.4166666666666643,0.1,0.6510708401976939,0.33185708598726027,0.5563323833273959,0.37733120495637884,0.34906684794123877,0.3591965742251224,0.14998530708198649,0.8329402515723274,0.26925320886814463,0.3339381207028266,0.4129834254143646,0.24867633517495394,0.11311544991511036,0.3315884435046428,0.3829534471649484,0.4130527210884354,0.4439876158816367,0.43040606173590557,0.5557275632866034,0.4876674086610988,0.6262886597938144,0.31605193449991975,0.55926672521156,0.3279201061652308,0.44371150576232754,0.09803921568627416,0.531519473395502,0.29846432790307953,0.4955833156891807,0.035789755249432176,0.2568299841950778,0.33093173431734324,0.45587318361955087,0.09619339984650921,0.503218465539662,0.2795222821265273,0.7352043666555659,0.43775210495398476,0.40072948328267444,0.5992705167173242,0.3746341463414634,0.7502702702702704,0.1552911786893558,0.3255113636363637,1.0
