,Visitor,G,Home,G.1,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,SAtt,Thru%,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%,GSAA,G,A,PTS,PIM
69,Tampa Bay Lightning,2,Ottawa Senators,4,6,-27,0.0,-1,18,-13,-6,30,0.22000000000000003,53,-44,1,-4,1.47,0.02,0.79,-0.5800000000000001,19,0,8.999999999999998,-12,1,5.299999999999997,-9,1,0.7000000000000011,0.7000000000000011,2,2.5,-219,0.010000000000000009,4,148.66976127320953,2.237400530503976,13.741379310344826,191.32095490716176,102.60875331564984,2.8257294429708253,-0.02519893899204273,141.29840848806361,88.9336870026525,1.2961538461538495,-0.6035809018567639,2.2187002652519885,0.3636604774535641,2.571220159151224,-0.9797082228116736,0.9797082228116665,7.342175066312997,-0.35411140583554257,43.737400530503976,2.2842175066313075,114.79589934762345,1.8182665424044728,8.934762348555452,3.2441752096924503,5.8406337371854615,9.084808946877914,10.466915191053122,6.245107176141659,1.50596458527493,2.563839701770736,0.8788443616029823,-0.1985088536812675,0.7651444547996271,4.318732525629077,1.7204100652376515,-0.1985088536812675,16.277726001863925,5.0889095992544275,143.48928238583414,2.0121155638397,4.306616961789381,12.619757688723205,11.766076421248833,-1.7970588235294187,37.5,-0.16666666666666785,9.0,11.333333333333332,13.166666666666666,-0.8333333333333339,-1.0,16.5,286.66666666666663,270.16666666666663,0.006833333333333358,-0.4583333333333335,2.0,2.6499999999999995,673.8333333333333,7.833333333333334,0.01766666666666672,-0.5,-7.666666666666671,9.418333333333335,0.0,1.6666666666666667,1.6666666666666667,2.0
70,Philadelphia Flyers,2,Vancouver Canucks,3,5,-12,-0.3000000000000007,0,5,-6,1,11,0.08000000000000007,3,-23,1,2,0.39,0.03,0.040000000000000036,-0.33000000000000007,-10,-10,-3.349999999999998,-4,-6,1.3499999999999943,3,2,-1.700000000000001,-0.5,13,0.09999999999999964,-320,-0.0040000000000000036,1,44.51851851851853,-1.0727969348659023,-1.3959131545338437,-41.79438058748394,-100.60280970625803,2.3793103448275943,-1.5408684546615574,-33.123882503192874,-61.11494252873564,2.210600255427835,-0.4016602809706251,1.137931034482759,-0.8596424010217305,0.2777777777777999,3.9275862068965424,-3.9275862068965495,-1.753512132822479,2.4137931034482776,-9.435504469987222,-0.9618131868131954,30.593993325917666,-0.7519466073414911,-2.763070077864299,-0.40155728587319306,-1.2269187986651833,-1.6284760845383772,5.050055617352614,-4.888765294771968,0.1348164627363735,-0.03781979977753025,-0.4493882091212458,0.08565072302558396,0.05784204671857629,-0.2914349276974413,-0.8598442714126806,-0.0756395995550612,-4.370411568409338,-1.7092857142857163,-43.46829810900999,-10.323692992213566,1.5228031145717509,-5.012235817575089,-5.614015572858726,-1.1992063492063494,8.333333333333336,2.083333333333332,7.666666666666668,5.75,4.666666666666666,0.25,0.8333333333333335,11.0,85.58333333333337,74.58333333333337,0.010500000000000065,-1.3158333333333334,0.5,0.15833333333333366,351.33333333333326,3.0,-0.012333333333333307,3.166666666666667,5.5,-5.645,0.0,0.08333333333333331,0.08333333333333331,-0.33333333333333337
71,Calgary Flames,2,Vegas Golden Knights,6,8,9,-1.5,-1,-3,3,-1,-7,-0.04200000000000004,-20,5,3,-1,-0.29,0.01,-0.23999999999999977,0.1200000000000001,-1,2,-0.75,-15,-18,5.5,-3,6,0.8000000000000007,1.2000000000000002,-238,0.09999999999999964,189,0.006000000000000005,-2,-107.33012820512823,-0.34935897435897445,4.695512820512818,36.76923076923072,134.64102564102564,-4.065064102564108,-0.8221153846153846,21.37820512820508,115.16666666666663,-5.146153846153837,-0.6419871794871795,-0.9217948717948721,3.2855769230769454,2.3560897435897346,-4.687833333333344,4.687833333333344,0.04487179487179205,9.352564102564102,2.7275641025641164,-2.6000000000000014,-135.07380952380953,-0.21904761904761827,2.3999999999999986,-0.1809523809523812,0.021428571428570464,-0.15952380952380807,-6.588095238095239,2.6285714285714263,-0.21523809523809456,-0.15952380952380985,0.06428571428571428,-0.08571428571428572,-0.12857142857142856,-0.08095238095238066,0.2571428571428571,-0.15476190476190474,-2.63333333333334,-0.1380952380952376,42.51666666666665,1.5952380952380985,-17.8547619047619,2.1500000000000057,4.861904761904768,-10.288070175438605,27.700000000000003,1.5,22.2,20.8,10.2,8.7,1.9,59.3,713.2,653.9,0.027000000000000135,-0.8000000000000003,0.8,4.61,1257.5,10.9,0.11624999999999996,1.1,-17.5,10.150000000000002,0.0,0.5,0.5,11.9
72,Vegas Golden Knights,5,Los Angeles Kings,2,7,-21,0.5999999999999979,1,10,-11,2,22,0.14899999999999997,47,0,2,-1,0.69,-0.03,0.6200000000000001,-0.050000000000000266,9,-2,4.889999999999997,7,24,-0.730000000000004,4,2,1.2000000000000002,-0.20000000000000018,125,1.5,3,0.0010000000000000009,5,151.57846153846157,1.6476923076923065,2.906153846153849,51.61076923076928,10.972307692307709,2.051230769230763,1.4006153846153848,39.81846153846152,-1.8600000000000136,3.442153846153836,1.8581538461538452,2.098461538461539,-2.275076923076952,-0.16892307692306474,2.8680000000000234,-2.8680000000000234,11.91846153846154,-0.6092307692307699,19.650769230769214,3.0916666666666544,129.5604166666667,0.9020833333333336,3.2250000000000014,1.9354166666666668,2.3937500000000007,4.329166666666666,7.235416666666667,3.2062500000000007,0.7460416666666667,1.4229166666666666,0.3687499999999999,0.14375,0.32499999999999996,1.5229166666666671,0.6937500000000001,0.17708333333333331,9.00833333333334,2.0053763440860193,51.98333333333335,4.927083333333332,17.90833333333333,6.568749999999994,8.566666666666663,4.255847953216389,2.4666666666666615,-1.0,-8.533333333333331,-9.133333333333333,-1.8666666666666663,-6.866666666666666,-0.3999999999999999,-23.799999999999997,-272.53333333333336,-248.73333333333335,-0.022666666666666724,0.8399999999999999,0.8666666666666667,-1.66,-542.3333333333333,-4.4,-0.10791666666666666,0.3999999999999999,5.5,-2.7650000000000006,0.0,-0.3333333333333333,-0.3333333333333333,1.6
73,Calgary Flames,1,San Jose Sharks,3,4,-13,-1.8000000000000007,0,7,-9,2,16,0.11399999999999993,24,-11,4,0,0.54,-0.02,0.3400000000000003,-0.1499999999999999,8,4,3.7799999999999976,3,-28,-3.569999999999993,-1,3,-1.5,-0.9000000000000004,111,0.5999999999999996,131,0.01100000000000001,2,-16.343390804597732,0.38936781609195137,14.110632183908045,241.70689655172413,228.88505747126442,1.2955459770114999,1.1418103448275865,187.7787356321839,187.4942528735632,1.9448275862069124,1.990373563218391,0.013095238095237605,2.9038793103448484,2.861309523809524,-4.61997126436782,4.61652298850575,7.083333333333332,12.445402298850574,48.2514367816092,0.6310344827586079,-33.754201680672224,0.09663865546218631,7.941176470588232,1.9915966386554622,2.556722689075629,4.548319327731093,3.9432773109243695,-0.18907563025210194,0.6949579831932775,1.4894957983193278,0.49369747899159655,0.008403361344537813,0.2773109243697479,1.6386554621848743,0.9453781512605042,-0.027310924369747885,17.205882352941174,2.043722943722944,137.16176470588232,5.899159663865547,-0.9978991596638664,17.308823529411768,17.605042016806728,2.039999999999999,49.0,-0.5,0.0,0.5,3.5,-4.5,1.0,-4.5,66.5,71.0,0.011500000000000066,-0.20500000000000007,1.0,1.5000000000000009,16.5,2.5,0.057499999999999996,-3.5,-13.0,10.510000000000002,0.0,0.0,0.0,13.5
74,Pittsburgh Penguins,7,Winnipeg Jets,2,9,-6,1.1999999999999993,-2,3,-5,0,6,0.06000000000000005,8,-5,0,-2,0.22,-0.01,0.20000000000000018,0.009999999999999787,0,6,-0.5799999999999983,-5,16,4.519999999999996,0,2,0.09999999999999964,-0.40000000000000036,-18,0.40000000000000036,-264,-0.009000000000000008,-2,-8.85517241379307,1.246896551724138,1.1599999999999966,11.988965517241354,-31.477241379310385,4.552000000000014,2.382344827586207,18.680000000000007,-43.7296551724138,6.091862068965526,2.035862068965517,1.3757142857142837,-2.903999999999968,-1.7211428571428655,0.13737931034481932,-0.13737931034481932,2.982068965517243,-0.893793103448278,4.15862068965518,3.347310344827598,17.58088235294116,1.4172794117647065,-3.408088235294116,-0.15625,-0.8419117647058822,-0.998161764705884,1.0606617647058822,-1.045955882352942,0.040073529411764675,-0.06801470588235325,-0.07720588235294112,-0.011029411764705871,0.025735294117646967,-0.5900735294117645,-0.1507352941176472,-0.10110294117647059,-4.61397058823529,1.362523719165086,-57.01470588235293,-1.077205882352942,6.974264705882355,-5.007352941176471,-2.143382352941174,-0.8779448621553811,28.0,-1.5,-3.0,-1.0,1.5,-2.5,0.0,-4.5,-134.0,-129.5,0.0014999999999999458,-0.27499999999999947,-1.0,-1.5999999999999996,-46.5,-4.0,-0.038000000000000034,2.0,-1.5,-7.614999999999999,0.0,-0.5,-0.5,1.0
75,Anaheim Ducks,2,Boston Bruins,4,6,26,-1.3000000000000007,1,-15,19,-3,-33,-0.242,-45,58,5,-6,-1.27,0.04,-0.6800000000000002,0.7799999999999998,-30,-42,-10.549999999999999,15,-2,-7.189999999999998,5,-2,0.5,-2.0,-141,-1.5,179,-0.020000000000000018,-7,57.44880785413744,-0.9326788218793851,4.0631136044880805,53.87657784011219,100.94530154277703,0.5215988779803666,2.302244039270688,43.3478260869565,80.601683029453,0.1361851332398345,1.9593267882187937,-2.2878560719640193,-0.6747545582047678,-3.480509745127449,-0.8176718092566517,0.8176718092566517,-0.6605890603085562,3.820476858345021,8.528751753155674,0.8543478260869506,34.3428571428571,-0.25714285714285623,0.5428571428571445,-1.2857142857142856,-2.685714285714287,-3.9714285714285698,-7.942857142857143,1.1142857142857139,-0.874285714285715,-0.5714285714285712,-0.8571428571428571,0.14285714285714285,-0.5714285714285714,-1.257142857142858,-1.6,0.17142857142857143,-4.028571428571432,2.5213824884792624,10.085714285714289,1.4857142857142875,-1.5142857142857125,-0.8857142857142861,0.028571428571432023,-1.7299999999999969,5.5,-2.666666666666668,-11.0,-11.333333333333332,-12.333333333333334,4.0,-3.0,-7.333333333333329,-289.33333333333337,-282.0,-0.005666666666666709,0.46166666666666645,-3.6666666666666665,-3.6999999999999993,-691.5,-11.666666666666666,0.017999999999999905,1.0,20.5,-21.03,0.0,-1.6666666666666667,-1.6666666666666667,2.0
76,Dallas Stars,0,Buffalo Sabres,4,4,-16,2.8999999999999986,0,7,-7,0,14,0.10099999999999998,-15,-41,0,1,0.43000000000000005,0.08,-0.21999999999999975,-0.6000000000000001,5,3,2.2300000000000004,-3,32,5.1299999999999955,0,-7,1.299999999999999,0.5,92,-1.0999999999999996,29,0.020000000000000018,-1,-121.62666666666672,2.173333333333332,3.3200000000000003,63.6518518518518,65.71259259259261,-1.4244444444444255,-0.8720000000000002,27.47555555555556,22.097777777777765,-1.2731851851851772,-1.391851851851852,-3.2703703703703706,0.05509259259261512,0.4731481481481836,2.7195555555555586,-2.715851851851859,7.220740740740741,10.863703703703703,17.931851851851846,2.360648148148144,-137.94675925925924,1.5208333333333321,7.1875,0.5613425925925926,0.9282407407407405,1.4895833333333321,2.7314814814814814,5.929398148148149,0.4993055555555559,0.13310185185185208,0.3993055555555556,0.028935185185185175,0.4212962962962963,-0.018518518518518157,0.78125,0.16550925925925924,15.103009259259252,0.1507024265644965,115.58217592592598,14.466435185185183,15.806712962962962,22.29166666666667,7.2337962962962905,5.396140350877182,-28.0,5.0,13.333333333333332,11.5,8.5,1.666666666666666,1.3333333333333335,15.5,372.33333333333337,356.83333333333337,0.022666666666666724,-0.5766666666666667,0.0,4.066666666666666,699.1666666666667,11.666666666666666,0.2708333333333333,0.5,-20.0,18.315,0.0,2.1666666666666665,2.1666666666666665,-0.3333333333333335
77,Edmonton Oilers,1,Chicago Blackhawks,3,4,-14,-0.10000000000000142,1,5,-5,1,11,0.07099999999999995,15,1,-2,-2,0.14,-0.06,0.16999999999999993,-0.03000000000000025,26,-17,14.29,-6,-8,2.2900000000000063,-3,2,0.2999999999999998,-0.5999999999999996,-127,1.299999999999999,-184,-0.008000000000000007,1,-27.034391534391546,0.5687830687830697,2.6521164021164054,2.626984126984098,36.439153439153415,-1.0883597883597815,0.8640211640211639,12.620370370370381,22.703703703703695,-0.1843915343915441,1.2727513227513227,-0.8462962962962965,-1.4702380952381162,-2.3306878306878502,-0.9779100529100617,0.9816137566137613,1.287037037037038,6.7407407407407405,-0.529100529100532,-4.639682539682546,-75.38709677419354,1.0645161290322562,0.6129032258064555,0.48387096774193505,0.935483870967742,1.4193548387096762,-2.741935483870968,0.25806451612903203,0.24193548387096753,-0.25806451612903203,0.838709677419355,-0.0967741935483871,0.22580645161290336,-0.6451612903225818,1.7096774193548385,-0.12903225806451613,-4.129032258064527,2.0677419354838706,7.419354838709751,1.5806451612903203,1.6774193548387117,-1.2258064516128968,1.1612903225806406,9.251249999999999,14.333333333333336,4.333333333333332,13.833333333333332,11.666666666666668,7.833333333333334,2.5,1.8333333333333335,34.16666666666667,315.66666666666663,281.5,-0.008000000000000007,0.9233333333333336,0.6666666666666667,1.1499999999999995,731.6666666666667,3.0,-0.10750000000000004,4.666666666666666,8.5,-8.82,0.0,1.0,1.0,9.166666666666666
78,Florida Panthers,6,New Jersey Devils,4,10,-6,1.3000000000000007,0,7,-3,-4,10,0.07199999999999995,43,0,-1,-2,0.62,-0.01,0.6199999999999997,0.0,3,-23,3.379999999999999,1,-35,-3.8599999999999994,-5,-5,-2.499999999999999,-0.5999999999999996,136,1.4000000000000004,-29,-0.0020000000000000018,-2,-63.67857142857139,2.2142857142857153,16.25,268.42857142857144,201.75,5.197619047619057,0.5035714285714283,200.36904761904765,153.6428571428571,4.913095238095252,0.9285714285714283,0.38214285714285445,-0.6071428571428328,-0.22142857142856087,5.402380952380959,-5.402380952380952,11.428571428571427,13.726190476190478,65.27380952380952,0.8947089947089921,-26.723557692307736,1.0625,8.956730769230766,2.98798076923077,5.444711538461538,8.432692307692307,6.302884615384615,-1.5721153846153832,1.0355769230769234,2.697115384615385,0.41826923076923084,-0.12740384615384615,0.48076923076923084,4.694711538461538,0.9086538461538463,-0.15865384615384615,20.49759615384616,-0.9224565756823822,148.75,5.334134615384613,4.80528846153846,19.09375,10.29567307692308,5.49444444444444,-15.416666666666668,-0.16666666666666785,5.833333333333332,5.416666666666668,4.666666666666666,1.416666666666666,-0.3333333333333335,16.91666666666667,176.58333333333337,159.66666666666663,0.012833333333333363,-0.5041666666666669,-0.33333333333333337,0.8916666666666675,339.08333333333326,2.833333333333334,-0.025416666666666754,0.5,-16.0,-0.06000000000000005,0.0,-0.5,-0.5,0.0
79,St. Louis Blues,2,New York Islanders,3,5,-13,-0.40000000000000213,3,7,-4,0,14,0.07400000000000007,34,0,-1,0,0.45999999999999996,0.0,0.3600000000000003,-0.10999999999999988,20,34,7.0,8,27,-1.3700000000000045,-1,1,-1.2999999999999998,-0.39999999999999947,163,0.7999999999999989,-23,-0.0010000000000000009,2,153.6098901098901,0.01098901098901095,-2.7087912087912045,-51.576923076923094,-149.68406593406598,4.847527472527453,1.5563186813186818,-21.961538461538453,-86.13461538461536,3.6450549450549516,0.7038461538461543,0.7755494505494518,-0.658516483516479,0.10192307692308589,3.4277472527472597,-3.4315934065934073,0.7252747252747263,-15.736263736263734,-8.164835164835182,2.7393162393162456,152.74884792626722,-0.47235023041474733,-2.4884792626728114,0.443548387096774,0.6682027649769591,1.111751152073733,3.463133640552995,-4.376728110599078,0.29412442396313354,-0.04838709677419395,0.5449308755760367,-0.05299539170506912,0.14746543778801846,-0.26843317972350356,1.032258064516129,-0.09562211981566823,-1.7096774193548328,0.2761904761904752,-43.02995391705065,-13.952764976958527,-20.94124423963133,2.4781105990783487,-2.014976958525345,0.9852941176470509,-52.5,-5.0,-1.0,2.0,3.5,-2.0,0.0,-4.5,-15.5,-11.0,0.006000000000000005,-0.3250000000000002,1.5,0.25,87.0,3.0,0.07650000000000001,-1.0,-6.5,3.1000000000000005,0.0,0.5,0.5,1.0
80,Minnesota Wild,2,Ottawa Senators,0,2,-9,1.6999999999999993,-2,10,-7,-5,15,0.12100000000000005,28,-21,1,-2,0.77,0.03,0.48,-0.20999999999999996,16,5,7.08,-8,-24,1.0900000000000034,-12,0,-1.5,-0.6999999999999993,-97,1.8000000000000007,-269,-0.0030000000000000027,6,95.48706896551727,2.692528735632184,15.28304597701149,198.71839080459768,173.8908045977011,1.760344827586195,1.3100574712643676,148.08045977011494,127.65804597701151,1.2375000000000043,0.6185344827586206,1.1837643678160914,0.41077586206897365,1.5952586206896626,-2.0675287356321874,2.0675287356321874,5.326149425287358,-2.8893678160919514,43.52586206896552,1.6742816091954253,115.19819819819821,2.08008008008008,11.486486486486484,2.9389389389389393,5.1841841841841845,8.123123123123126,3.5065065065065064,2.2642642642642663,1.1191191191191194,2.3403403403403407,0.8928928928928929,-0.2942942942942943,0.5735735735735736,3.668668668668669,1.735735735735736,-0.22022022022022025,18.169169169169166,1.9804804804804776,187.05505505505505,6.932932932932935,-11.967967967967965,14.415415415415417,19.676676676676685,0.028947368421057718,14.666666666666664,-1.3333333333333357,-1.6666666666666679,-0.6666666666666679,3.333333333333332,-2.333333333333334,-1.6666666666666665,-7.666666666666671,-90.33333333333337,-82.66666666666674,-0.0003333333333332966,-0.18999999999999995,1.6666666666666667,-0.5666666666666673,-45.66666666666674,-1.3333333333333321,-0.019333333333333258,-1.0,4.333333333333329,-3.251666666666666,0.0,0.0,0.0,2.0
81,Colorado Avalanche,6,Washington Capitals,3,9,-1,-2.1999999999999993,1,1,0,0,2,0.0050000000000000044,0,-22,-3,-2,0.23000000000000004,-0.06,-0.04999999999999982,-0.3599999999999999,4,25,-0.3500000000000014,-3,-31,-1.1399999999999864,2,-3,-1.5999999999999996,0.5,51,-0.1999999999999993,109,0.015000000000000013,3,-27.556221889055507,-1.7106446776611683,-9.268365817091457,-120.48425787106441,-94.02548725637178,-1.2005997001499367,-0.30239880059970026,-101.03148425787106,-80.3433283358321,-1.0014992503748203,0.0766116941529236,-0.5811094452773613,1.5425787106446762,0.9389805097451216,-0.036881559220397264,0.036881559220397264,-2.5067466266866596,-13.032983508245877,-30.799100449775096,-1.8130434782608944,-9.383512544802898,-1.8876941457586618,-5.354838709677416,-1.1278375149342885,-1.2401433691756267,-2.3679808841099153,2.1146953405017923,-6.590203106332137,-0.1299880525686965,-1.0919952210274788,-0.07168458781362008,0.03584229390681004,-0.0477897252090802,-1.225806451612904,-0.013142174432496656,-0.001194743130226994,-8.897252090800478,0.8283154121863818,-88.11589008363205,-1.9964157706093175,-21.749103942652333,-8.192353643966555,-12.308243727598565,-1.483823529411758,-17.200000000000003,0.6000000000000014,-22.0,-20.7,-12.1,-6.0,-2.4,-65.4,-600.8,-535.4,0.010600000000000054,-0.28400000000000025,0.09999999999999998,-2.17,-1234.8,-10.5,-0.12170000000000003,-4.5,-15.5,17.0,0.0,-0.5,-0.5,-2.6
82,Philadelphia Flyers,1,Calgary Flames,3,4,-10,-0.5,-1,5,-6,0,10,0.08100000000000007,23,-23,-1,4,0.6,0.01,0.3799999999999999,-0.29000000000000004,6,33,-0.4399999999999977,3,13,-0.3200000000000074,2,-3,-1.200000000000001,0.5,-46,1.3000000000000007,-294,-0.0030000000000000027,-1,23.791666666666686,-0.9755747126436773,-7.6968390804597675,-160.77586206896547,-172.19540229885064,-1.7748563218390743,-2.910775862068965,-117.7442528735632,-139.11494252873558,-1.5931034482758761,-3.231752873563218,1.1212643678160932,-0.5073275862069266,0.6208333333333371,0.9234195402298795,-0.9234195402298866,-8.910919540229884,-9.169540229885055,-33.079022988505756,4.3035714285714235,65.49423963133637,-0.8110599078341032,-4.935483870967744,0.03686635944700445,0.46889400921659075,0.5057603686635943,7.095622119815669,-4.041474654377879,0.27373271889400863,-0.05875576036866281,0.05184331797235031,0.04377880184331798,0.08986175115207384,0.44009216589861744,0.11059907834101379,-0.08179723502304148,-9.129032258064512,-0.04857142857142982,-82.95967741935488,-6.235023041474655,2.740783410138249,-2.5725806451612954,-17.025345622119815,8.621904761904759,-42.166666666666664,-2.166666666666668,-11.333333333333332,-12.0,-4.333333333333334,-6.5,-1.1666666666666665,-39.5,-472.66666666666663,-433.16666666666663,-0.0119999999999999,0.14666666666666694,-1.0,-3.016666666666667,-725.1666666666667,-4.5,-0.11866666666666664,1.166666666666667,7.5,-3.3649999999999998,0.0,-0.16666666666666669,-0.16666666666666669,-12.833333333333334
83,Carolina Hurricanes,2,Los Angeles Kings,0,2,-15,-1.9000000000000021,-2,9,-10,-1,17,0.13899999999999996,40,-16,4,-3,0.8899999999999999,-0.03,0.6600000000000001,-0.15000000000000036,13,13,5.229999999999997,-4,53,6.579999999999998,5,3,1.7999999999999998,0.9000000000000004,-64,2.0,-85,0.0040000000000000036,5,74.63090909090909,0.4309090909090898,7.741818181818182,95.38,51.4618181818181,2.3274545454545432,1.3660000000000003,72.09818181818184,44.094545454545425,2.7687272727272685,1.8438181818181807,2.6327272727272746,-0.8974545454545506,1.7307272727272647,0.30327272727274135,-0.30327272727274135,13.97090909090909,7.341818181818184,31.101818181818174,3.8507575757575623,90.66782407407402,-0.549768518518519,5.958333333333336,2.5057870370370363,4.667824074074074,7.173611111111111,6.487268518518519,6.221064814814813,1.026041666666667,1.6192129629629628,0.6724537037037037,0.21412037037037035,0.3472222222222223,2.989583333333334,1.3900462962962963,0.2881944444444444,11.07870370370371,3.1868578255675013,94.47222222222217,2.09375,-1.625,12.690972222222229,13.129629629629633,-1.7166666666666544,-3.7333333333333343,1.1999999999999993,-8.733333333333333,-9.733333333333333,-2.0666666666666664,-6.666666666666666,-1.0,-27.799999999999997,-290.73333333333335,-262.9333333333334,-0.028066666666666573,0.4259999999999997,0.8666666666666667,-1.5,-580.9333333333333,-3.8,-0.043916666666666715,-0.20000000000000018,-8.0,4.815000000000001,0.0,-0.3333333333333333,-0.3333333333333333,1.2
84,Tampa Bay Lightning,3,Montreal Canadiens,1,4,-21,-0.6999999999999993,-1,12,-10,-3,21,0.15700000000000003,35,-26,-2,0,0.83,-0.01,0.54,-0.33000000000000007,16,25,5.48,-2,20,2.719999999999999,0,2,2.6000000000000005,3.2,-246,2.5999999999999996,-43,0.010000000000000009,0,97.48626373626371,1.2829670329670328,8.357142857142854,17.983516483516382,75.02747252747253,-1.7489010989011078,1.1873626373626371,20.24175824175819,63.54945054945051,-1.3502747252747156,1.8689560439560442,3.3486263736263755,0.30824175824174915,3.6491758241758276,-0.871703296703302,0.8717032967032949,3.77197802197802,-6.565934065934066,9.532967032967036,3.341483516483514,42.96044624746446,0.6521298174442194,5.860040567951323,2.2616632860040564,4.66734279918864,6.9290060851926984,7.358012170385395,8.640973630831642,1.0099391480730224,1.512170385395537,0.7190669371196755,0.0304259634888438,0.6196754563894523,2.9888438133874233,1.5304259634888437,0.14807302231237324,3.7991886409736253,4.877383367139959,93.46146044624754,3.7251521298174417,2.440162271805278,7.211967545638942,6.851926977687626,-0.4470588235294173,13.75,3.5,17.0,17.25,13.75,2.75,0.75,40.25,528.75,488.5,0.010750000000000037,-0.49499999999999966,1.0,3.8000000000000003,1036.5,11.0,0.09475,1.5,-3.0,6.285,0.0,2.0,2.0,0.5
85,Minnesota Wild,2,Toronto Maple Leafs,4,6,9,2.599999999999998,-1,-1,2,-2,-4,-0.020999999999999908,-19,-5,1,-2,-0.13999999999999999,0.02,-0.22999999999999998,-0.029999999999999805,1,21,-1.7799999999999976,4,13,-0.539999999999992,-2,-1,1.3999999999999995,1.7999999999999998,-225,0.1999999999999993,-118,-0.0040000000000000036,2,48.88425925925924,2.3425925925925952,6.6342592592592595,0.9074074074073906,63.685185185185105,-0.28333333333334565,1.4916666666666674,-0.2592592592592382,31.638888888888914,1.4115740740740819,2.083796296296296,-1.1986111111111093,-0.3597222222222456,-1.5615740740741018,2.8527777777777743,-2.8527777777777814,-2.2638888888888893,-11.291666666666664,1.0648148148148096,1.893055555555577,44.5151515151515,2.2053872053872077,7.81818181818182,0.8922558922558927,1.5117845117845121,2.404040404040405,-1.5925925925925926,5.95959595959596,0.31952861952862044,0.5925925925925926,0.3400673400673402,-0.040404040404040414,0.16161616161616177,0.8619528619528616,0.5858585858585861,0.06397306397306396,7.168350168350173,-1.646464646464647,124.67340067340069,8.488215488215491,5.518518518518519,9.582491582491585,20.188552188552194,3.589473684210539,24.166666666666664,1.0833333333333321,5.833333333333332,5.5,2.666666666666666,2.75,0.08333333333333348,15.083333333333329,144.75,129.66666666666663,0.01633333333333331,-0.7916666666666665,0.6666666666666667,0.6083333333333334,327.25,1.833333333333334,0.11825000000000002,1.75,-3.0,-2.5300000000000002,0.0,0.3333333333333333,0.3333333333333333,2.0
86,Detroit Red Wings,1,Vancouver Canucks,5,6,13,1.1000000000000014,2,-19,22,-1,-39,-0.2899999999999999,-82,51,-1,-1,-1.83,0.05,-1.25,0.6299999999999999,-25,-21,-9.269999999999998,16,11,-6.1299999999999955,-1,9,-0.9000000000000004,-1.4000000000000004,-229,-3.0,32,-0.02100000000000002,-1,-55.78917378917379,0.21367521367521292,-2.8176638176638207,-120.94159544159538,-81.89458689458695,0.3269230769230802,1.6574074074074079,-84.83475783475785,-41.70512820512823,0.8575498575498628,3.1182336182336186,-1.7807692307692298,-1.7571225071224887,-3.541452991452971,-0.3307692307692207,0.3346153846153683,-7.002849002849004,6.846153846153847,-34.199430199430196,-3.3076923076923137,-97.85192697768764,0.08012170385395478,-5.23935091277891,-3.5476673427991887,-6.252535496957404,-9.800202839756594,-13.371196754563893,-4.422920892494929,-1.5838742393509126,-2.4685598377281948,-1.024340770791075,-0.05476673427991888,-0.691683569979716,-4.223123732251522,-1.945233265720081,-0.08417849898580122,-17.65314401622718,-5.19810924369748,-87.22920892494926,-10.899594320486813,-0.4847870182555738,-17.04259634888438,-4.693711967545639,1.0284722222222271,2.5,4.0,1.75,0.5,-4.75,5.5,-0.25,11.5,6.75,-4.75,-0.028000000000000025,-0.040000000000000036,-0.25,-1.15,20.25,-4.0,-0.22516666666666668,1.5,18.5,-16.755000000000003,0.0,0.5,0.5,0.0
