,Visitor,G,Home,G.1,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,SAtt,Thru%,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Rk,Age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%,GSAA,G,A,PTS,PIM
263,Dallas Stars,1,Florida Panthers,3,4,12,0.3999999999999986,0,-14,5,9,-19,-0.16899999999999993,-32,-3,1,4,-0.5,0.07,-0.5699999999999998,-0.06000000000000005,-2,-33,3.039999999999999,-2,-15,-0.6800000000000068,-1,0,-2.8,-3.1000000000000005,-255,-0.40000000000000036,-164,-0.007000000000000006,1,-75.4338461538461,1.3999999999999986,4.075384615384614,50.64923076923077,57.55076923076922,1.1820000000000093,2.0715384615384616,19.34153846153845,33.55538461538464,1.0407692307692216,2.636923076923077,-0.5759999999999987,-0.21923076923079066,-0.45600000000000307,-1.1138461538461542,1.1138461538461542,-4.18923076923077,2.0692307692307708,6.44923076923078,-2.3839999999999932,-58.96620046620052,1.5524475524475498,8.22377622377622,0.30303030303030276,0.7132867132867133,1.016317016317016,-3.2144522144522143,-1.90909090909091,0.08613053613053556,0.06759906759906809,0.24125874125874125,-0.0058275058275058245,-0.2832167832167831,0.3298368298368297,0.42773892773892763,-0.04428904428904429,6.1340326340326286,2.352884615384613,141.49067599067598,9.033799533799534,11.186480186480182,13.517482517482527,9.34265734265734,10.349999999999994,31.666666666666668,2.333333333333332,11.166666666666668,9.333333333333332,-0.8333333333333339,4.833333333333333,5.333333333333333,21.833333333333336,196.5,174.66666666666669,-0.009333333333333416,0.016666666666666607,1.0,0.7000000000000011,571.1666666666667,3.833333333333334,0.009500000000000064,3.1666666666666665,8.5,-5.040000000000001,0.0,0.8333333333333334,0.8333333333333334,3.0
264,Buffalo Sabres,2,New York Islanders,3,5,19,-2.3000000000000007,0,-17,17,0,-34,-0.304,-18,71,0,0,-1.39,0.2,-0.31999999999999984,1.27,3,-1,2.2300000000000004,9,4,-6.0,1,5,-0.5,-0.7999999999999998,-31,-1.0,299,-0.025000000000000022,-10,103.17481481481485,-2.26074074074074,-7.814814814814813,-110.31703703703698,-81.2325925925926,-2.6727407407407426,-0.5598518518518518,-73.18962962962962,-31.844444444444434,-2.985481481481486,0.37644444444444436,-1.1555555555555577,-1.6094814814814669,-2.744740740740724,-3.806518518518523,3.806518518518523,-0.5451851851851846,-6.394074074074075,-27.579259259259246,3.5756923076923215,77.80844155844153,-2.410173160173162,-5.454545454545453,-1.3679653679653683,-2.2813852813852815,-3.64935064935065,-13.091991341991342,-2.928571428571429,-1.1532467532467536,-1.3214285714285712,-0.05519480519480524,0.00865800865800867,-0.6666666666666667,-2.212121212121212,-0.14935064935064934,0.0800865800865801,-9.752164502164504,0.03392857142857153,-91.38311688311688,-9.07034632034632,-20.903679653679653,-7.621212121212125,-4.006493506493513,4.37222222222222,-29.666666666666664,-0.6666666666666679,-18.833333333333336,-18.666666666666664,-13.5,-2.833333333333333,-2.333333333333333,-28.5,-478.8333333333333,-450.3333333333333,-0.023833333333333373,1.356666666666666,-5.0,-4.550000000000001,-1134.3333333333335,-16.0,-0.27566666666666667,-2.333333333333333,23.0,-15.236666666666666,0.0,-0.33333333333333337,-0.33333333333333337,-1.0
265,Minnesota Wild,6,San Jose Sharks,2,8,-17,0.3000000000000007,0,14,-12,-2,26,0.23200000000000004,34,-37,-4,-2,1.08,-0.16,0.6000000000000001,-0.6600000000000001,7,9,3.4799999999999986,-5,-23,0.3199999999999932,-3,-1,-0.29999999999999893,1.1000000000000005,-97,2.700000000000001,-86,0.016000000000000014,2,-26.79461279461276,1.9663299663299654,5.35690235690236,25.508417508417494,56.60606060606062,-2.112457912457913,-0.6969696969696979,24.39730639730641,38.08754208754209,-1.7444444444444542,-0.9814814814814811,1.594949494949498,3.229629629629642,4.837373737373753,-2.0353535353535364,2.0353535353535364,-0.9124579124579117,1.8686868686868685,11.919191919191917,1.293265993265976,-21.033550792171468,1.9459459459459474,7.515377446411932,2.260950605778192,3.7716682199440816,6.032618825722272,8.793103448275861,3.746505125815471,1.0784715750232992,1.9217148182665427,0.4054054054054054,-0.06616961789375583,0.7399813606710157,3.1798695246971116,0.6654240447343898,-0.07362534948741846,9.195712954333644,1.6754892823858336,124.26001863932896,6.502329916123017,-0.36999068033550486,11.013047530288908,16.13793103448276,1.292280701754379,23.0,1.0,12.5,14.0,12.25,1.0,0.75,30.5,404.75,374.25,0.0192500000000001,-0.915,1.5,3.1250000000000004,842.75,9.5,0.20249999999999996,-1.75,-10.666666666666671,7.436666666666667,0.0,0.0,0.0,0.5
266,Los Angeles Kings,3,St. Louis Blues,0,3,11,-1.1000000000000014,0,-6,8,-2,-14,-0.12499999999999994,-25,2,-1,-2,-0.39999999999999997,0.06,-0.43999999999999995,0.040000000000000036,-4,14,-4.300000000000001,-12,-12,5.8700000000000045,-3,2,-1.0,0.5,-35,-1.4000000000000004,76,0.0030000000000000027,1,-113.75,-2.6119047619047606,-0.4928571428571473,2.202380952380963,11.20952380952383,-3.0726190476190283,-0.7611904761904766,10.578571428571422,14.083333333333314,-2.460000000000015,-0.3483333333333338,-0.8669047619047614,-0.20976190476190482,-1.0804761904761904,3.5830952380952468,-3.5830952380952468,-4.911904761904761,-1.4142857142857128,-1.6309523809523796,-0.2962962962962905,-129.38958333333335,-2.2458333333333336,-2.1000000000000014,-1.1291666666666664,-2.3583333333333325,-3.4875000000000007,-5.31875,-2.752083333333333,-0.4224999999999992,-0.822916666666667,-0.19999999999999996,-0.10625000000000001,-0.20833333333333337,-1.760416666666667,-0.5229166666666667,-0.07500000000000001,-4.47291666666667,1.332619047619044,-37.14166666666665,-2.020833333333332,-8.618749999999999,-8.743749999999999,-2.93333333333333,-4.8669934640523,35.0,4.666666666666668,-9.833333333333332,-9.333333333333332,-6.5,-0.6666666666666661,-2.1666666666666665,-24.833333333333336,-250.66666666666663,-225.83333333333337,0.00883333333333347,-0.013333333333333197,0.16666666666666663,-1.2500000000000004,-564.1666666666667,-5.0,-0.004500000000000004,-1.1666666666666665,-3.5,1.0450000000000004,0.0,-0.16666666666666669,-0.16666666666666669,-3.0
267,Calgary Flames,3,Toronto Maple Leafs,0,3,15,-0.3999999999999986,0,-9,13,-4,-22,-0.19699999999999995,-31,12,0,1,-0.6799999999999999,0.11,-0.5499999999999998,0.21999999999999975,1,20,-1.7100000000000009,3,28,1.7600000000000051,-1,0,1.0,1.0,-62,-1.4000000000000004,19,-0.006000000000000005,1,51.36428571428564,-0.08999999999999986,-1.2771428571428558,-28.674285714285702,-53.771428571428544,-0.8554285714285754,-2.775857142857143,-27.234285714285704,-30.39428571428573,-1.2077142857142817,-2.064857142857143,-0.9015527950310567,-1.0988095238094928,-1.7114906832298118,4.701714285714289,-4.7017142857142815,-0.6671428571428581,-4.987142857142857,-7.9357142857142975,-2.0259740259740227,67.75444096133754,-0.3448275862068968,4.213166144200628,-0.2915360501567399,-0.8411703239289459,-1.132706374085684,-6.3521421107628,3.760710553814002,-0.2623824451410659,-0.433646812957158,0.1640543364681295,-0.021943573667711602,-0.16823406478578895,-1.005224660397075,0.24660397074190166,-0.08254963427377221,5.180773249738763,0.1655172413793089,66.43887147335425,1.8902821316614435,10.054336468129573,6.986415882967613,9.059561128526646,-6.441176470588232,31.0,-1.5,0.5,0.0,-2.25,3.25,-1.0,2.25,4.0,1.75,-0.031750000000000056,0.6699999999999999,0.25,-0.17500000000000027,-2.0,0.25,-0.13999999999999996,0.0,4.5,-2.51,0.0,-0.25,-0.25,0.5
268,Chicago Blackhawks,6,Columbus Blue Jackets,5,11,-8,-0.10000000000000142,0,6,-1,-5,7,0.062,25,0,-1,-1,0.39,-0.05,0.44999999999999973,0.0,20,58,6.33,7,18,-2.1300000000000097,-3,5,-0.40000000000000036,1.2999999999999998,10,1.5,73,0.0040000000000000036,2,8.35164835164835,-1.3489010989010985,1.859890109890113,16.33791208791206,32.15384615384613,-1.4296703296703157,-0.46895604395604396,-0.9615384615384528,21.876373626373606,-3.02472527472527,-0.7928571428571429,0.7032967032967052,0.4741758241758305,1.1920329670330005,0.7892857142857395,-0.7892857142857181,2.1208791208791204,3.697802197802199,11.043956043956044,-3.405219780219795,28.308377896613194,-1.0320855614973254,-0.8983957219251337,0.6158645276292338,0.7014260249554365,1.3172905525846694,1.9456327985739748,-0.7682709447415323,0.2646167557932262,0.13725490196078427,0.572192513368984,-0.09358288770053476,0.19251336898395727,-0.3208556149732624,1.0864527629233511,-0.06417112299465241,-1.1541889483065972,1.106060606060609,-16.67914438502669,-1.0552584670231724,-1.4153297682709507,0.2932263814616718,-1.7272727272727266,-5.891428571428577,-12.25,1.25,3.666666666666668,4.666666666666668,3.5,1.833333333333334,-0.6666666666666665,15.416666666666664,175.66666666666663,160.25,0.038416666666666655,-0.5083333333333324,0.8333333333333333,1.1250000000000004,285.5,1.666666666666666,-0.1283333333333333,0.8333333333333335,0.0,2.005000000000001,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663
269,Nashville Predators,2,Detroit Red Wings,0,2,-14,-0.8000000000000007,0,12,-4,-8,16,0.14199999999999996,26,-14,3,-3,0.72,-0.1,0.4700000000000002,-0.25,11,10,6.199999999999999,9,17,-3.1299999999999955,6,-2,1.8999999999999995,0.7000000000000002,151,0.8000000000000007,-33,0.006000000000000005,3,-56.85780885780889,-0.6666666666666679,-3.3240093240093245,19.913752913752944,-48.04428904428903,2.616083916083909,-2.529370629370629,17.721445221445265,-41.10256410256409,3.5695804195804257,-2.825058275058275,0.0874125874125884,-0.3903263403263395,-0.30209790209787,-3.985897435897428,3.985897435897428,1.2424242424242422,-0.8624708624708628,4.825174825174827,0.965865384615384,-86.6258064516129,-0.5428571428571445,-3.7161290322580633,0.28202764976958505,0.05806451612903185,0.3400921658986178,4.792626728110599,1.6405529953917064,0.28635944700460825,-0.14101382488479253,0.25161290322580654,0.17142857142857143,0.19447004608294938,-0.588018433179724,0.4746543778801844,0.17142857142857143,-1.3188940092165922,-1.782502443792767,-62.29953917050693,-2.1972350230414754,1.194470046082948,-2.614746543778807,-5.510599078341016,-5.294736842105252,34.0,-1.6666666666666679,-1.0,0.0,4.000000000000001,-1.333333333333333,-2.666666666666667,-6.666666666666671,-12.666666666666629,-6.0,0.04466666666666663,-1.2433333333333343,1.0,0.49999999999999956,4.0,0.0,0.02066666666666661,-0.3333333333333335,-4.5,5.965000000000001,0.0,0.3333333333333333,0.3333333333333333,0.0
270,Buffalo Sabres,4,New Jersey Devils,1,5,2,1.0,0,-4,4,0,-8,-0.07200000000000001,-11,7,4,-2,-0.17999999999999994,0.030000000000000013,-0.19999999999999973,0.1200000000000001,8,-12,6.790000000000001,-12,-9,6.75,2,0,-0.6000000000000005,-0.7999999999999998,-20,-0.5999999999999996,152,0.0050000000000000044,-3,-36.839031339031294,1.8361823361823362,-1.314814814814813,-50.49857549857546,6.984330484330485,-2.7138176638176645,0.15199430199430175,-26.898860398860393,12.940170940170901,-2.204558404558405,0.22136752136752147,-1.7995555555555578,0.18390313390315782,-1.1967407407407222,-0.9185185185185247,0.9185185185185176,-3.646723646723647,-6.650997150997151,-12.836182336182333,4.903692307692317,-87.57102272727275,1.2282196969696955,-0.9545454545454533,-0.47064393939393945,-1.2992424242424239,-1.7698863636363633,-5.391098484848484,-0.875,-0.213068181818182,-0.75,0.22159090909090906,0.05776515151515152,-0.2604166666666667,-1.649621212121212,0.26136363636363646,0.08901515151515152,-2.162878787878789,-0.29233870967741993,-15.548295454545439,0.17518939393939448,1.4356060606060623,-0.40246212121212466,-6.457386363636367,12.744444444444454,27.083333333333336,0.8333333333333321,-4.583333333333334,-4.666666666666666,-2.25,-1.833333333333333,-0.5833333333333333,-13.75,-118.83333333333331,-105.08333333333331,0.0076666666666665995,0.13916666666666622,-0.75,-0.4250000000000005,-279.33333333333337,-1.75,-0.058916666666666784,-2.583333333333333,-1.5,3.788333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0
271,Montreal Canadiens,4,Ottawa Senators,5,9,-5,2.799999999999997,0,1,-7,6,8,0.07200000000000001,3,-24,-1,2,0.37,-0.06,0.04999999999999982,-0.4299999999999997,2,-23,3.6900000000000013,1,1,-0.46000000000000796,2,-3,-0.7999999999999989,-2.0,83,-0.3000000000000007,-220,0.0010000000000000009,-1,17.730000000000018,2.161428571428573,8.342857142857145,154.85142857142853,44.70142857142855,4.531142857142882,-1.527714285714286,101.47714285714284,35.53571428571428,4.7164285714285725,0.23971428571428566,-2.9492857142857156,-1.7800000000000011,-4.729285714285723,17.222142857142856,-17.218142857142873,-0.3442857142857143,5.124285714285715,33.53142857142856,1.2397142857142924,37.68592730661692,1.8257222739981387,7.515377446411932,1.2590866728797758,2.0782851817334578,3.3373718546132327,3.737185461323392,2.0503261882572232,0.602702702702703,0.8676607642124887,0.2702702702702703,0.1211556383970177,0.22553588070829456,1.5768872320596463,0.44920782851817354,0.0521901211556384,15.226467847157501,-3.2932773109243714,125.7474370922647,1.775396085740912,13.006523765144458,12.262814538676608,11.332712022367197,9.667613636363633,15.133333333333333,2.8000000000000007,6.133333333333333,7.466666666666669,3.4000000000000004,1.4000000000000004,2.6666666666666665,15.266666666666666,164.60000000000002,149.33333333333331,-0.015933333333333244,0.008000000000000007,-0.06666666666666671,0.9599999999999995,454.0,2.5999999999999996,-0.17540000000000006,0.7333333333333334,-1.75,1.145,0.0,-0.2,-0.2,0.2666666666666666
272,Edmonton Oilers,4,Vancouver Canucks,3,7,-13,1.0,0,12,-10,-2,22,0.197,35,-33,-3,-1,1.0,-0.18,0.6299999999999999,-0.5899999999999999,21,19,10.169999999999998,-10,-29,2.6899999999999977,-4,0,-2.000000000000001,0.10000000000000142,45,1.8000000000000007,-153,0.010000000000000009,2,14.348148148148141,0.6925925925925931,7.3962962962962955,90.75185185185182,57.38518518518515,4.110370370370347,1.1862962962962955,67.39629629629627,40.45925925925923,4.115185185185183,1.3499999999999996,0.8595146871008952,2.3388888888888886,2.4383141762451856,3.021111111111118,-3.021111111111118,1.8185185185185198,6.344444444444443,20.799999999999997,-2.4917989417989332,33.5,0.6571428571428584,7.199999999999999,2.307142857142857,4.592857142857143,6.9,5.885714285714285,-0.31428571428571317,1.0821428571428573,1.4642857142857144,0.9428571428571427,-0.1,0.6785714285714286,3.0357142857142865,1.6928571428571426,-0.13571428571428573,13.207142857142856,0.4490259740259752,117.70714285714291,5.607142857142858,20.342857142857145,6.321428571428569,9.657142857142858,-4.252631578947366,47.0,2.666666666666668,-8.333333333333332,-9.333333333333332,0.16666666666666607,-8.166666666666668,-1.3333333333333335,-37.333333333333336,-357.83333333333337,-320.5,-0.005333333333333412,0.24333333333333362,0.5,-1.65,-558.5,-2.666666666666666,-0.06700000000000006,-1.6666666666666665,-9.5,6.115,0.0,0.8333333333333333,0.8333333333333333,2.0
273,Pittsburgh Penguins,3,Washington Capitals,2,5,2,-2.200000000000003,0,1,1,-2,0,0.0,5,-6,0,-1,0.18,-0.03,0.0900000000000003,-0.10999999999999988,-2,-1,-1.1600000000000001,9,-7,-6.530000000000001,4,-4,-2.3000000000000007,-2.0999999999999996,37,0.09999999999999964,67,0.008000000000000007,1,-8.991666666666674,-2.125,-4.449999999999996,-78.25833333333333,-84.34999999999997,-1.4758333333333553,-2.338333333333333,-55.10833333333335,-65.9666666666667,-1.7966666666666455,-3.4066666666666676,0.3826149425287344,0.33916666666671347,0.4027298850574823,-5.030000000000008,5.030000000000008,-0.5333333333333332,-0.9666666666666668,-17.599999999999994,-3.241739130434759,-69.3469827586207,-1.487068965517242,-3.120689655172413,-0.4515086206896548,-0.6681034482758612,-1.119612068965516,3.2650862068965516,-6.046336206896552,-0.1066810344827589,-0.3846982758620694,-0.18534482758620685,0.11853448275862069,-0.07543103448275867,-0.294181034482758,-0.4924568965517242,0.11853448275862069,-4.168103448275865,1.9701612903225811,-52.77262931034488,-2.8017241379310356,-3.792025862068968,-4.016163793103445,-4.334051724137929,-5.296052631578952,-21.666666666666664,-1.6666666666666679,0.0,0.0,0.3333333333333339,0.33333333333333304,-0.6666666666666667,-0.6666666666666643,23.666666666666742,24.333333333333314,0.03200000000000003,-0.74,0.3333333333333335,0.43333333333333357,0.0,2.666666666666668,0.25733333333333336,0.0,-6.0,3.205,0.0,1.3333333333333335,1.3333333333333335,2.6666666666666665
274,Anaheim Ducks,3,Arizona Coyotes,4,7,8,-0.10000000000000142,0,-7,4,3,-11,-0.09799999999999998,-26,3,-1,0,-0.47,0.06999999999999999,-0.4700000000000002,0.050000000000000266,-26,-55,-11.85,1,-3,-0.960000000000008,0,1,0.9000000000000004,-1.2000000000000002,-38,-1.5,6,-0.0010000000000000009,0,82.12643678160919,0.2770114942528714,-1.5965517241379352,-16.45632183908043,-24.744827586206895,-0.2251724137931319,-0.7462068965517242,-19.62758620689658,-15.92873563218393,-0.994942528735649,-0.9543678160919536,0.8606896551724148,-0.40482758620687775,0.45609195402299463,-1.7949425287356178,1.7949425287356178,-0.3344827586206911,2.024137931034483,-3.842528735632186,-2.7782758620689663,103.2746823069404,0.17986314760508293,-1.9706744868035173,-1.0811339198435972,-2.1632453567937437,-3.2443792766373427,0.4604105571847503,1.0459433040078192,-0.40000000000000013,-0.21700879765395875,-0.860215053763441,-0.003910068426197455,-0.2228739002932551,-0.7292277614858262,-1.4946236559139785,0.06060606060606061,-4.158357771260995,-2.4651026392961892,-32.82893450635379,-2.2130987292277595,-7.586510263929618,-0.9814271749755648,-4.791788856304983,-2.3100000000000023,-0.4166666666666643,4.833333333333332,4.416666666666668,4.666666666666668,-0.33333333333333304,3.5,1.5,16.583333333333336,145.0,128.41666666666669,0.016416666666666635,-0.3058333333333332,0.33333333333333326,0.5249999999999999,281.5,1.083333333333334,0.10699999999999998,2.0,5.0,-4.3966666666666665,0.0,0.3333333333333333,0.3333333333333333,-0.33333333333333337
275,Minnesota Wild,6,Colorado Avalanche,2,8,7,2.1999999999999993,0,-4,3,1,-7,-0.061999999999999944,-17,27,1,0,-0.6699999999999999,0.09000000000000001,-0.31000000000000005,0.48,-18,-42,-5.130000000000003,1,-16,-2.299999999999997,1,0,0.0,-1.5,-352,1.200000000000001,282,0.0,-4,-40.4886499402628,2.330943847072877,3.9414575866188777,-55.17682198327361,141.7956989247312,-12.646475507765842,-0.8107526881720433,-21.793309438470715,103.2879330943847,-10.477777777777789,0.02819593787335739,1.5792114695340533,-2.5649940262843387,-0.9917562724014317,-7.141218637992843,7.141218637992843,0.5567502986857829,2.7240143369175627,-11.498207885304666,9.017801672640374,-58.05517241379306,1.8857142857142861,6.015763546798031,0.5783251231527089,0.011822660098522064,0.590147783251231,-2.8640394088669954,2.970443349753694,-0.1077832512315271,0.8807881773399018,-0.34285714285714275,0.04039408866995074,0.05812807881773385,0.7497536945812815,-0.7724137931034483,0.034482758620689655,-0.6876847290640384,1.9947261663285998,101.54187192118223,9.105418719211823,6.956650246305422,4.596059113300491,15.423645320197046,-5.792222222222229,27.75,0.25,14.0,14.0,7.75,4.75,1.5,45.5,495.75,450.25,0.018750000000000044,-0.10250000000000004,0.0,2.95,847.75,7.0,0.04024999999999995,0.25,16.0,-13.17,0.0,-0.5,-0.5,1.0
276,Dallas Stars,3,Florida Panthers,0,3,12,0.3999999999999986,0,-14,5,9,-19,-0.16899999999999993,-32,-3,1,4,-0.5,0.07,-0.5699999999999998,-0.06000000000000005,-2,-33,3.039999999999999,-2,-15,-0.6800000000000068,-1,0,-2.8,-3.1000000000000005,-255,-0.40000000000000036,-164,-0.007000000000000006,1,-75.4338461538461,1.3999999999999986,4.075384615384614,50.64923076923077,57.55076923076922,1.1820000000000093,2.0715384615384616,19.34153846153845,33.55538461538464,1.0407692307692216,2.636923076923077,-0.5759999999999987,-0.21923076923079066,-0.45600000000000307,-1.1138461538461542,1.1138461538461542,-4.18923076923077,2.0692307692307708,6.44923076923078,-2.3839999999999932,-58.96620046620052,1.5524475524475498,8.22377622377622,0.30303030303030276,0.7132867132867133,1.016317016317016,-3.2144522144522143,-1.90909090909091,0.08613053613053556,0.06759906759906809,0.24125874125874125,-0.0058275058275058245,-0.2832167832167831,0.3298368298368297,0.42773892773892763,-0.04428904428904429,6.1340326340326286,2.352884615384613,141.49067599067598,9.033799533799534,11.186480186480182,13.517482517482527,9.34265734265734,10.349999999999994,31.666666666666668,2.333333333333332,11.166666666666668,9.333333333333332,-0.8333333333333339,4.833333333333333,5.333333333333333,21.833333333333336,196.5,174.66666666666669,-0.009333333333333416,0.016666666666666607,1.0,0.7000000000000011,571.1666666666667,3.833333333333334,0.009500000000000064,3.1666666666666665,8.5,-5.040000000000001,0.0,0.8333333333333334,0.8333333333333334,3.0
277,New York Rangers,3,Philadelphia Flyers,4,7,-2,-2.0,0,2,0,-2,2,0.018000000000000016,16,-42,-2,-2,0.8999999999999999,-0.13,0.28000000000000025,-0.75,5,12,1.5100000000000016,-15,2,9.200000000000003,7,-2,2.0999999999999996,3.4000000000000004,-85,1.5,28,0.027000000000000024,2,-37.83563218390805,-0.6494252873563227,2.1563218390804586,-17.206896551724128,66.60000000000002,-4.809310344827566,3.118045977011494,-4.916091954022988,45.54482758620691,-2.3241379310344925,4.3597701149425285,2.572528735632181,1.792413793103421,4.361724137931034,-0.6171264367816107,0.6171264367816107,3.8068965517241384,3.531034482758619,-2.726436781609195,11.522758620689658,-35.9848484848485,-0.9545454545454533,3.0545454545454547,1.0181818181818176,1.6181818181818173,2.6363636363636367,5.915151515151516,5.063636363636364,0.7166666666666668,0.5181818181818176,0.26363636363636367,0.23636363636363636,0.20000000000000007,0.8606060606060604,0.4575757575757575,0.3,2.2272727272727266,1.9600000000000009,46.754545454545394,5.227272727272727,5.993939393939392,-7.799999999999997,11.18181818181818,-8.329736842105262,14.0,-1.6666666666666643,0.0,0.0,0.6666666666666661,0.0,-0.6666666666666665,-13.666666666666664,9.666666666666742,23.333333333333314,0.020000000000000018,-0.7133333333333334,0.6666666666666667,1.666666666666667,-9.666666666666515,2.999999999999999,0.1173333333333334,-3.3333333333333335,-30.5,21.674999999999997,0.0,0.0,0.0,-0.6666666666666666
278,Los Angeles Kings,2,St. Louis Blues,1,3,11,-1.1000000000000014,0,-6,8,-2,-14,-0.12499999999999994,-25,2,-1,-2,-0.39999999999999997,0.06,-0.43999999999999995,0.040000000000000036,-4,14,-4.300000000000001,-12,-12,5.8700000000000045,-3,2,-1.0,0.5,-35,-1.4000000000000004,76,0.0030000000000000027,1,-113.75,-2.6119047619047606,-0.4928571428571473,2.202380952380963,11.20952380952383,-3.0726190476190283,-0.7611904761904766,10.578571428571422,14.083333333333314,-2.460000000000015,-0.3483333333333338,-0.8669047619047614,-0.20976190476190482,-1.0804761904761904,3.5830952380952468,-3.5830952380952468,-4.911904761904761,-1.4142857142857128,-1.6309523809523796,-0.2962962962962905,-129.38958333333335,-2.2458333333333336,-2.1000000000000014,-1.1291666666666664,-2.3583333333333325,-3.4875000000000007,-5.31875,-2.752083333333333,-0.4224999999999992,-0.822916666666667,-0.19999999999999996,-0.10625000000000001,-0.20833333333333337,-1.760416666666667,-0.5229166666666667,-0.07500000000000001,-4.47291666666667,1.332619047619044,-37.14166666666665,-2.020833333333332,-8.618749999999999,-8.743749999999999,-2.93333333333333,-4.8669934640523,35.0,4.666666666666668,-9.833333333333332,-9.333333333333332,-6.5,-0.6666666666666661,-2.1666666666666665,-24.833333333333336,-250.66666666666663,-225.83333333333337,0.00883333333333347,-0.013333333333333197,0.16666666666666663,-1.2500000000000004,-564.1666666666667,-5.0,-0.004500000000000004,-1.1666666666666665,-3.5,1.0450000000000004,0.0,-0.16666666666666669,-0.16666666666666669,-3.0
279,Carolina Hurricanes,0,Tampa Bay Lightning,3,3,-5,-1.2999999999999972,0,0,-5,5,5,0.04399999999999993,-5,-11,3,0,0.14,-0.020000000000000004,-0.08000000000000007,-0.19999999999999973,2,-16,3.3900000000000006,-3,-7,1.0799999999999983,4,3,-3.299999999999999,-3.9000000000000004,102,-0.7999999999999989,-2,0.007000000000000006,0,63.94833333333338,-0.8883333333333319,-1.0066666666666677,60.41166666666663,32.26999999999998,1.5615000000000023,0.6328333333333334,41.51999999999998,23.70333333333332,1.1911666666666605,0.8248333333333338,-2.7249999999999996,2.155833333333348,-0.5364999999999895,-2.0673333333333446,2.0673333333333304,2.9783333333333335,9.825,13.515,-0.565166666666677,30.35714285714289,-0.7857142857142883,0.0357142857142847,-0.17857142857142883,0.42857142857142705,0.25,0.6785714285714288,-6.5357142857142865,0.0642857142857145,-0.39285714285714324,0.0714285714285714,0.14285714285714285,-0.1071428571428572,0.0,0.3214285714285716,0.10714285714285715,3.642857142857139,1.1433862433862458,3.9642857142857792,0.4642857142857153,-1.7857142857142847,9.928571428571423,0.7142857142857153,3.713725490196076,9.666666666666671,-2.0,0.33333333333333215,0.0,0.0,-1.666666666666667,1.6666666666666665,-3.0,0.0,3.0,0.02866666666666673,-0.44666666666666677,0.0,0.30000000000000027,12.666666666666515,0.6666666666666661,0.07433333333333325,-1.0,-22.33333333333333,0.6916666666666655,0.0,-1.0,-1.0,0.0
280,Calgary Flames,1,Toronto Maple Leafs,2,3,15,-0.3999999999999986,0,-9,13,-4,-22,-0.19699999999999995,-31,12,0,1,-0.6799999999999999,0.11,-0.5499999999999998,0.21999999999999975,1,20,-1.7100000000000009,3,28,1.7600000000000051,-1,0,1.0,1.0,-62,-1.4000000000000004,19,-0.006000000000000005,1,51.36428571428564,-0.08999999999999986,-1.2771428571428558,-28.674285714285702,-53.771428571428544,-0.8554285714285754,-2.775857142857143,-27.234285714285704,-30.39428571428573,-1.2077142857142817,-2.064857142857143,-0.9015527950310567,-1.0988095238094928,-1.7114906832298118,4.701714285714289,-4.7017142857142815,-0.6671428571428581,-4.987142857142857,-7.9357142857142975,-2.0259740259740227,67.75444096133754,-0.3448275862068968,4.213166144200628,-0.2915360501567399,-0.8411703239289459,-1.132706374085684,-6.3521421107628,3.760710553814002,-0.2623824451410659,-0.433646812957158,0.1640543364681295,-0.021943573667711602,-0.16823406478578895,-1.005224660397075,0.24660397074190166,-0.08254963427377221,5.180773249738763,0.1655172413793089,66.43887147335425,1.8902821316614435,10.054336468129573,6.986415882967613,9.059561128526646,-6.441176470588232,31.0,-1.5,0.5,0.0,-2.25,3.25,-1.0,2.25,4.0,1.75,-0.031750000000000056,0.6699999999999999,0.25,-0.17500000000000027,-2.0,0.25,-0.13999999999999996,0.0,4.5,-2.51,0.0,-0.25,-0.25,0.5
