,Date,Visitor,Home,Att.,Total_goal,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GF/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,Rk,Age,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TK,GV,E+/-,SAtt,Thru%,Rk,Age,GP,G.1.1,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,Assist-EV,PP,Assist-SH,S,S%,TOI,BLK,HIT,FOW,FOL,FO%
224,44243,Washington Capitals,Pittsburgh Penguins,,4,-2,2.2,0,-1,-1,2,0,0,-5,6,0,1,-0.18,0.03,-0.09,0.11,2,1,1.16,-9,7,6.53,-4,4,2.3,2.1,-37,-0.1,-67,-0.008,-1,8.991666667,2.125,4.45,78.25833333,84.35,1.475833333,2.338333333,55.10833333,65.96666667,1.796666667,3.406666667,-0.382614943,-0.339166667,-0.402729885,5.03,-5.03,0.533333333,0.966666667,1.891666667,17.6,3.24173913,69.34698276,1.487068966,3.120689655,0.451508621,0.668103448,1.119612069,-3.265086207,6.046336207,0.106681034,0.384698276,0.185344828,-0.118534483,0.075431034,0.294181034,0.492456897,-0.118534483,4.168103448,-1.97016129,52.77262931,2.801724138,3.792025862,4.016163793,4.334051724,5.296052632
225,44243,Colorado Avalanche,Vegas Golden Knights,,5,1,-2.1,0,-1,-1,2,0,0,7,10,-1,-1,-0.05,0.01,0.13,0.18,16,33,4.89,11,33,-3.76,-3,1,1.6,2.5,108,-0.2,-104,-0.013,1,-105.5083871,-1.436129032,-7.84516129,-97.23354839,-162.0490323,3.309290323,-1.342580645,-68.83483871,-108.4064516,2.304,-1.617677419,-1.214322581,0.993290323,-0.207354839,-4.811225806,4.811225806,-4.501935484,-1.892903226,3.505290323,-22.77290323,-1.53083871,-99.17692308,-0.847252747,-9.526373626,-1.679120879,-2.442857143,-4.121978022,-3.458241758,-0.989010989,-0.704285714,-1.704395604,0.150549451,-0.125274725,-0.385714286,-2.61978022,0.292307692,-0.115384615,-15.0032967,-2.839819005,-167.7527473,-13.08021978,-20.38901099,-11.36263736,-15.51648352,4.588888889
226,44244,Florida Panthers,Carolina Hurricanes,,7,1,1,0,1,2,-3,-1,-0.009,13,17,-3,0,-0.11,0.02,0.23,0.31,-3,26,-5.08,8,-8,-5.47,-3,-2,2.7,3.8,160,-0.2,101,-0.005,-3,-57.55448718,0.208333333,-1.948717949,-59.06089744,-49.98076923,-0.7875,-1.032371795,-33.46153846,-36.69871795,0.040064103,-0.89775641,1.601,-1.476602564,-0.2275,0.137179487,-0.137179487,2.810897436,-3.894230769,2.522115385,-12.64423077,2.029166667,-42.33874459,-0.019480519,-5.418831169,-0.553030303,-1.600649351,-2.153679654,-0.082251082,2.623376623,-0.362229437,-0.106060606,-0.318181818,-0.128787879,-0.051948052,-0.810606061,-0.661255411,-0.128787879,-4.859307359,-2.366071429,-90.53463203,-4.803030303,-4.20021645,-15.25649351,-6.155844156,-0.961111111
227,44244,Vancouver Canucks,Calgary Flames,,6,3,-0.9,0,-3,2,1,-5,-0.045,-7,27,2,0,-0.48,0.09,-0.13,0.48,-5,-20,-0.87,3,11,-0.45,4,-3,1.8,-0.2,-60,-0.1,293,0.001,-3,-87.16428571,-0.85,-5.076190476,-82.18571429,20.37142857,-8.435238095,-1.388809524,-63.05238095,8.514285714,-7.560952381,-1.323809524,-1.103694581,-2.942857143,-3.275615764,-9.029047619,9.029047619,-2.192857143,-6.126190476,-5.842619048,-18.26428571,4.692857143,-97.2955665,-0.598029557,-5.95862069,-1.116256158,-2.796059113,-3.912315271,-3.944827586,-0.104433498,-0.596059113,-0.886699507,-0.332019704,0.102463054,-0.290640394,-2.349753695,-0.548768473,0.102463054,-11.69852217,-1.04200627,-96.79211823,-0.344827586,-10.07684729,-5.852216749,-10.18423645,11.3
228,44244,Chicago Blackhawks,Detroit Red Wings,,2,-7,-2.3,0,5,-2,-3,7,0.062,34,16,0,-1,0.3,-0.04,0.61,0.29,21,26,10.3,2,-4,-1.89,3,3,-0.7,0.5,107,1.5,102,-0.003,2,-37.19230769,-2.384615385,-0.846153846,32.03846154,23.23076923,-0.203846154,0.096153846,8.153846154,10.5,-1.753846154,-0.703846154,0.015384615,-0.823076923,-0.8,-1.519230769,1.519230769,5.192307692,4.346153846,-0.788461538,10.57692308,-2.588461538,-52.40227704,-1.941176471,-2.869070209,0.644212524,1.111005693,1.755218216,-0.270398482,-2.292220114,0.14829222,-0.013282732,0.569259962,0.088235294,0.098671727,-0.056925996,1.05028463,0.117647059,-1.202087287,0.526588465,-46.45920304,-0.40227704,4.157495256,-6.805502846,0.032258065,-12.01879699
229,44244,Winnipeg Jets,Edmonton Oilers,,5,4,-0.4,0,-5,4,1,-9,-0.08,-13,-2,0,2,-0.19,0.04,-0.23,-0.04,-11,-13,-4.61,2,-5,-1.93,1,-1,-0.6,-0.4,-13,-0.7,-4,0.001,2,43.26851852,0.074074074,2.953703704,19.77314815,34.48148148,-0.80787037,-0.883796296,13.91203704,30.19907407,-1.614351852,-1.379166667,0.124537037,0.677777778,0.811111111,-0.869444444,0.869444444,-0.435185185,-1.486111111,-4.224074074,7.708333333,0.12037037,17.7010582,-0.158730159,1.333333333,-0.239417989,-0.218253968,-0.457671958,-0.026455026,-0.338624339,-0.100132275,0.064814815,-0.343915344,0.03968254,-0.138888889,0.144179894,-0.474867725,0.112433862,1.768518519,1.111243386,23.83465608,-0.19973545,-2.64021164,1.652116402,1.544973545,5.640131579
230,44244,Ottawa Senators,Toronto Maple Leafs,,3,17,-2.9,0,-12,14,-2,-26,-0.233,-31,41,1,1,-1.11,0.18,-0.55,0.74,-4,19,-4.48,5,27,0.48,4,-2,2.1,2.1,-88,-1.3,241,-0.01,-1,-69.85,-2.161428571,-6.062857143,-93.53142857,-43.02142857,-3.591142857,-0.672285714,-76.87714286,-30.21571429,-4.668428571,-1.507714286,0.480590062,-0.891666667,-0.115062112,-11.76614286,11.76614286,-3.095714286,-7.844285714,-9.083928571,-22.97142857,-5.09025974,-47.48321048,-1.756756757,-3.302211302,-1.447174447,-3.367731368,-4.814905815,-9.3996724,1.917280917,-0.875429975,-1.335790336,-0.20966421,0.098280098,-0.462735463,-2.995904996,-0.40950041,0.037674038,-8.114660115,1.5836714,-55.72235872,0.356265356,11.25470925,-6.448812449,-0.100737101,-8.077540107
231,44245,Minnesota Wild,Anaheim Ducks,,4,-21,1.1,0,18,-14,-4,32,0.286,56,-18,-1,-1,1.16,-0.17,1,-0.32,18,42,8.64,-2,-3,0.87,0,-2,0,1.6,85,3.1,-7,0.01,0,-39.83014049,1.504469987,4.19284802,24.3192848,72.01149425,-4.830012771,-2.747126437,32.67943806,45.34355045,-2.429501916,-1.850446999,1.568199234,0.241123883,1.806130268,-4.996168582,4.996168582,1.849297573,-0.61302682,2.72183908,11.16475096,8.911238825,-46.89759666,1.787878788,4.213166144,2.449320794,4.038662487,6.487983281,8.429467085,2.039707419,1.037931034,1.774294671,0.666666667,0.008359457,0.717868339,2.903866249,1.16091954,-0.026123302,9.200626959,1.115047022,69.97910136,6.145245559,-5.677115987,4.098223615,13.86520376,-6.816666667
232,44245,Los Angeles Kings,Arizona Coyotes,2281,5,3,-0.8,0,-3,2,1,-5,-0.044,-8,-5,-2,-1,-0.06,0.01,-0.14,-0.09,-5,-9,-1.86,-6,-8,2.81,1,-1,-0.9,-0.5,49,-0.9,40,0.005,-2,28.08333333,-1.711904762,0.407142857,-2.230952381,13.74285714,-4.659285714,-2.727857143,2.878571429,13.68333333,-4.746666667,-2.948333333,0.836428571,-0.606428571,0.216190476,-1.050238095,1.050238095,-3.978571429,1.085714286,-0.86452381,-1.030952381,0.307037037,38.87600806,-1.344758065,-1.016129032,-0.401209677,-0.818548387,-1.219758065,-0.121975806,-1.960685484,-0.1125,-0.236895161,-0.193548387,0.029233871,-0.052419355,-0.626008065,-0.317540323,0.125,-0.019153226,0.819139785,-17.05241935,-1.203629032,-13.39616935,-2.037298387,-5.064516129,-2.401111111
233,44245,New Jersey Devils,Boston Bruins,,5,19,-2.8,0,-14,14,0,-28,-0.25,-19,55,-4,3,-1.27,0.18,-0.34,0.99,-13,-5,-7.69,18,-30,-15.01,-6,-1,-2.8,-2.1,-254,0.2,221,-0.021,-3,25.49255583,-2.996277916,2.951612903,17.39702233,69.93920596,-3.02369727,0.044540943,-1.311414392,63.48635236,-4.605955335,0.255334988,3.137333333,-1.729900744,1.262666667,-4.938709677,4.935483871,1.913151365,6.318858561,-3.93808933,0.318858561,-1.932666667,59.48263889,-1.975694444,3.5,-0.024305556,0.041666667,0.017361111,-6.732638889,-3.819444444,-0.560416667,0.416666667,-0.284722222,-0.15625,-0.211805556,0.6875,-0.486111111,-0.159722222,-1.430555556,1.746267281,60.37152778,0.940972222,-8.986111111,-2.357638889,13.70486111,-7.928571429
234,44245,Nashville Predators,Columbus Blue Jackets,,3,-15,1.4,0,13,-3,-10,16,0.142,17,-30,2,-3,0.81,-0.11,0.31,-0.54,10,42,2.23,14,39,-3.37,0,0,2.2,1.5,54,0.8,-62,0.013,3,-11.31385281,0.369047619,-0.617965368,4.213203463,-39.12121212,1.39025974,-3.094480519,8.606060606,-29.72619048,2.298701299,-2.914069264,0.775324675,0.906926407,1.689935065,-1.677380952,1.677380952,-1.829004329,-1.510822511,2.352597403,5.292207792,0.149107143,-5.915151515,0.366233766,-1.745454545,0.253679654,-0.351515152,-0.097835498,7.008658009,3.164502165,0.402683983,0.00952381,0.254545455,-0.01038961,0.288311688,-0.851948052,0.510822511,-0.01038961,-1.270995671,-1.203030303,-32.51948052,-2.85021645,-4.378354978,4.483982684,-7.27012987,0.832631579
235,44245,New York Rangers,Philadelphia Flyers,,5,-2,-2,0,2,0,-2,2,0.018,16,-42,-2,-2,0.9,-0.13,0.28,-0.75,5,12,1.51,-15,2,9.2,7,-2,2.1,3.4,-85,1.5,28,0.027,2,-37.83563218,-0.649425287,2.156321839,-17.20689655,66.6,-4.809310345,3.118045977,-4.916091954,45.54482759,-2.324137931,4.359770115,2.572528736,1.792413793,4.361724138,-0.617126437,0.617126437,3.806896552,3.531034483,-2.092068966,-2.726436782,11.52275862,-35.98484848,-0.954545455,3.054545455,1.018181818,1.618181818,2.636363636,5.915151515,5.063636364,0.716666667,0.518181818,0.263636364,0.236363636,0.2,0.860606061,0.457575758,0.3,2.227272727,1.96,46.75454545,5.227272727,5.993939394,-7.8,11.18181818,-8.329736842
236,44245,New York Islanders,Pittsburgh Penguins,,5,5,0.8,0,-5,1,4,-6,-0.054,-41,-30,1,2,-0.18,0.03,-0.74,-0.54,-9,-8,-4.93,-13,-20,6.28,-2,-4,-0.5,-0.3,-61,-2.1,-89,0.013,5,-112.4933333,0.353333333,6.033333333,75.41333333,105.4066667,-0.654666667,1.538,53.12666667,65.7,0.417333333,1.941333333,-1.603448276,0.418,-0.902896552,1.434666667,-1.434666667,-3.606666667,3.286666667,4.663333333,16.42,4.152,-84.22321429,0.732142857,4.5,-0.602678571,-1.267857143,-1.870535714,-1.830357143,1.147321429,0.040178571,-0.397321429,-0.160714286,-0.044642857,-0.0625,-0.84375,-0.308035714,-0.116071429,5.339285714,-2.516589862,77.45982143,7.714285714,10.30803571,4.34375,0.080357143,2.847222222
237,44245,San Jose Sharks,St. Louis Blues,,5,12,0.4,0,-6,8,-2,-14,-0.125,-21,29,3,0,-0.73,0.11,-0.37,0.52,-14,1,-9.13,-2,13,2.65,-1,3,1.1,0.3,60,-1.6,121,-0.009,1,-72.74242424,-1.084848485,-3.660606061,-13.21212121,-11.87272727,-1.356060606,-0.82969697,-3.645454545,-8.272727273,0.606666667,0.776666667,-0.869393939,-2.996666667,-3.871818182,-0.122424242,0.122424242,1.493939394,-2.957575758,2.630909091,-5.196969697,4.236363636,-90.85495495,-0.879279279,-6.356756757,-1.620720721,-3.436036036,-5.056756757,-5.1,-1.452252252,-0.750540541,-0.95045045,-0.605405405,-0.064864865,-0.400900901,-2.13963964,-1.204504505,-0.091891892,-8.607207207,-2.512065637,-107.1990991,-3.387387387,-8.116216216,-14.6027027,-4.933333333,-12.88482972
238,44245,Ottawa Senators,Toronto Maple Leafs,,10,17,-2.9,0,-12,14,-2,-26,-0.233,-31,41,1,1,-1.11,0.18,-0.55,0.74,-4,19,-4.48,5,27,0.48,4,-2,2.1,2.1,-88,-1.3,241,-0.01,-1,-69.85,-2.161428571,-6.062857143,-93.53142857,-43.02142857,-3.591142857,-0.672285714,-76.87714286,-30.21571429,-4.668428571,-1.507714286,0.480590062,-0.891666667,-0.115062112,-11.76614286,11.76614286,-3.095714286,-7.844285714,-9.083928571,-22.97142857,-5.09025974,-47.48321048,-1.756756757,-3.302211302,-1.447174447,-3.367731368,-4.814905815,-9.3996724,1.917280917,-0.875429975,-1.335790336,-0.20966421,0.098280098,-0.462735463,-2.995904996,-0.40950041,0.037674038,-8.114660115,1.5836714,-55.72235872,0.356265356,11.25470925,-6.448812449,-0.100737101,-8.077540107
239,44245,Buffalo Sabres,Washington Capitals,,4,26,-3.7,0,-21,19,2,-40,-0.358,-54,35,1,1,-1.39,0.2,-0.97,0.62,-8,-10,-3.86,5,-23,-6.25,3,-3,-3.3,-3.2,-55,-3,277,-0.004,-4,-18.31018519,-4.032407407,-6.231481481,-113.162037,-60.17592593,-4.803240741,-1.360185185,-75.1712963,-32.11111111,-4.364814815,-1.088888889,-2.376388889,-0.852314815,-3.244907407,-7.401851852,7.401851852,-4.685185185,-4.074074074,-4.223148148,-28.75925926,4.485953177,-75.76175549,-3.165099269,-4.07523511,-2.42215256,-4.217345873,-6.639498433,-11.65726228,-7.827586207,-1.219749216,-2.103448276,-0.401253918,0.082549634,-0.804597701,-3.350052247,-0.94984326,0.082549634,-8.580982236,-0.5125,-66.69592476,-4.157784744,-14.3876698,-7.293625914,-8.260188088,1.923391813
240,44246,Chicago Blackhawks,Carolina Hurricanes,,8,17,-0.1,0,-12,13,-1,-25,-0.223,-16,50,-2,0,-1.06,0.16,-0.29,0.9,-4,11,-3.9,9,-25,-8.41,-4,1,-0.8,0.7,-159,-0.1,307,-0.012,-2,-125.2852564,-1.176282051,-5.294871795,-140.5608974,-9.596153846,-6.702884615,1.113782051,-115.9615385,-15.31410256,-7.175320513,1.179166667,0.971153846,-1.707371795,-0.749038462,-4.316666667,4.316666667,-0.266025641,-3.355769231,-5.466346154,-33.75961538,0.056089744,-88.21218487,-0.869747899,-6.317226891,-1.573529412,-3.111344538,-4.68487395,-8.348739496,-3.932773109,-1.043067227,-1.029411765,-0.382352941,-0.161764706,-0.495798319,-2.161764706,-0.817226891,-0.132352941,-15.98319328,-0.440692641,-103.5168067,-0.676470588,-10.61554622,-23.56932773,-7.428571429,-4.138095238
241,44246,Edmonton Oilers,Calgary Flames,,3,-10,0.1,0,9,-8,-1,17,0.152,28,-6,-1,-1,0.52,-0.09,0.5,-0.11,16,-1,9.3,-7,-18,2.24,0,-3,-0.2,-0.1,-15,1.7,140,0.011,-1,-72.81613757,-0.157407407,2.32010582,8.566137566,77.75661376,-4.324867725,-0.202513228,4.343915344,48.97354497,-3.445767196,0.026190476,-0.244179894,-0.603968254,-0.837301587,-6.007936508,6.007936508,-0.374338624,0.218253968,-2.448544974,2.535714286,2.201058201,-63.7955665,0.0591133,1.24137931,1.1908867,1.79679803,2.987684729,1.9408867,-0.418719212,0.486083744,0.577586207,0.610837438,0.002463054,0.387931034,0.685960591,1.14408867,-0.033251232,1.50862069,-0.592980296,20.91502463,5.262315271,10.26600985,0.469211823,-0.527093596,7.047368421
242,44246,Florida Panthers,Detroit Red Wings,,9,-23,-1.2,0,18,-13,-5,31,0.276,63,-17,-1,-1,1.25,-0.18,1.13,-0.3,22,41,9.12,1,13,1.05,4,0,2.8,3.6,426,1.4,-104,0.004,1,30.53846154,-1,2.5,113.5384615,-17.15384615,5.711538462,-2.05,90.65384615,-10.88461538,5.461538462,-2.780769231,0.645230769,-0.592307692,-0.278461538,2.934615385,-2.934615385,8.269230769,3.807692308,7.2,31.69230769,-0.615384615,-6.528836755,-1.090909091,-1.970674487,1.664711632,2.62170088,4.286412512,7.996089932,4.263929619,0.82913001,0.910068426,0.633431085,0.121212121,0.542521994,1.294232649,1.206256109,0.121212121,9.921798631,-1.398790323,-33.47702835,-4.528836755,10.57282502,1.507331378,1.304985337,-8.841812865
243,44246,Winnipeg Jets,Vancouver Canucks,,2,-9,0.6,0,7,-6,-1,13,0.117,22,-35,-3,1,0.81,-0.14,0.4,-0.63,10,6,5.56,-8,-34,0.76,-3,-1,-2.6,-0.3,32,1.1,-157,0.011,4,57.61666667,0.766666667,10.35,110.525,91.86666667,3.3025,0.3025,81.30833333,70.65833333,2.500833333,-0.029166667,0.984051724,3.016666667,3.249425287,2.151666667,-2.151666667,1.383333333,4.858333333,-0.83,28.50833333,-2.371428571,51.2010582,0.498412698,8.533333333,2.067724868,4.374603175,6.442328042,5.859259259,-0.652910053,0.982010582,1.529100529,0.598941799,-0.06031746,0.53968254,3.17989418,1.217989418,-0.023280423,14.97566138,1.56026936,141.5417989,5.407407407,17.7026455,7.973544974,11.2021164,1.3875
244,44247,Minnesota Wild,Anaheim Ducks,,6,-21,1.1,0,18,-14,-4,32,0.286,56,-18,-1,-1,1.16,-0.17,1,-0.32,18,42,8.64,-2,-3,0.87,0,-2,0,1.6,85,3.1,-7,0.01,0,-39.83014049,1.504469987,4.19284802,24.3192848,72.01149425,-4.830012771,-2.747126437,32.67943806,45.34355045,-2.429501916,-1.850446999,1.568199234,0.241123883,1.806130268,-4.996168582,4.996168582,1.849297573,-0.61302682,2.72183908,11.16475096,8.911238825,-46.89759666,1.787878788,4.213166144,2.449320794,4.038662487,6.487983281,8.429467085,2.039707419,1.037931034,1.774294671,0.666666667,0.008359457,0.717868339,2.903866249,1.16091954,-0.026123302,9.200626959,1.115047022,69.97910136,6.145245559,-5.677115987,4.098223615,13.86520376,-6.816666667
245,44247,Los Angeles Kings,Arizona Coyotes,3187,6,3,-0.8,0,-3,2,1,-5,-0.044,-8,-5,-2,-1,-0.06,0.01,-0.14,-0.09,-5,-9,-1.86,-6,-8,2.81,1,-1,-0.9,-0.5,49,-0.9,40,0.005,-2,28.08333333,-1.711904762,0.407142857,-2.230952381,13.74285714,-4.659285714,-2.727857143,2.878571429,13.68333333,-4.746666667,-2.948333333,0.836428571,-0.606428571,0.216190476,-1.050238095,1.050238095,-3.978571429,1.085714286,-0.86452381,-1.030952381,0.307037037,38.87600806,-1.344758065,-1.016129032,-0.401209677,-0.818548387,-1.219758065,-0.121975806,-1.960685484,-0.1125,-0.236895161,-0.193548387,0.029233871,-0.052419355,-0.626008065,-0.317540323,0.125,-0.019153226,0.819139785,-17.05241935,-1.203629032,-13.39616935,-2.037298387,-5.064516129,-2.401111111
246,44247,Tampa Bay Lightning,Carolina Hurricanes,,4,5,1.3,0,0,5,-5,-5,-0.044,5,11,-3,0,-0.14,0.02,0.08,0.2,-2,16,-3.39,3,7,-1.08,-4,-3,3.3,3.9,-102,0.8,2,-0.007,0,-63.94833333,0.888333333,1.006666667,-60.41166667,-32.27,-1.5615,-0.632833333,-41.52,-23.70333333,-1.191166667,-0.824833333,2.725,-2.155833333,0.5365,2.067333333,-2.067333333,-2.978333333,-9.825,-0.8125,-13.515,0.565166667,-30.35714286,0.785714286,-0.035714286,0.178571429,-0.428571429,-0.25,-0.678571429,6.535714286,-0.064285714,0.392857143,-0.071428571,-0.142857143,0.107142857,0,-0.321428571,-0.107142857,-3.642857143,-1.143386243,-3.964285714,-0.464285714,1.785714286,-9.928571429,-0.714285714,-3.71372549
247,44247,Nashville Predators,Columbus Blue Jackets,,6,-15,1.4,0,13,-3,-10,16,0.142,17,-30,2,-3,0.81,-0.11,0.31,-0.54,10,42,2.23,14,39,-3.37,0,0,2.2,1.5,54,0.8,-62,0.013,3,-11.31385281,0.369047619,-0.617965368,4.213203463,-39.12121212,1.39025974,-3.094480519,8.606060606,-29.72619048,2.298701299,-2.914069264,0.775324675,0.906926407,1.689935065,-1.677380952,1.677380952,-1.829004329,-1.510822511,2.352597403,5.292207792,0.149107143,-5.915151515,0.366233766,-1.745454545,0.253679654,-0.351515152,-0.097835498,7.008658009,3.164502165,0.402683983,0.00952381,0.254545455,-0.01038961,0.288311688,-0.851948052,0.510822511,-0.01038961,-1.270995671,-1.203030303,-32.51948052,-2.85021645,-4.378354978,4.483982684,-7.27012987,0.832631579
248,44247,Vegas Golden Knights,Colorado Avalanche,,5,-1,2.1,0,1,1,-2,0,0,-7,-10,1,1,0.05,-0.01,-0.13,-0.18,-16,-33,-4.89,-11,-33,3.76,3,-1,-1.6,-2.5,-108,0.2,104,0.013,-1,105.5083871,1.436129032,7.84516129,97.23354839,162.0490323,-3.309290323,1.342580645,68.83483871,108.4064516,-2.304,1.617677419,1.214322581,-0.993290323,0.207354839,4.811225806,-4.811225806,4.501935484,1.892903226,-3.505290323,22.77290323,1.53083871,99.17692308,0.847252747,9.526373626,1.679120879,2.442857143,4.121978022,3.458241758,0.989010989,0.704285714,1.704395604,-0.150549451,0.125274725,0.385714286,2.61978022,-0.292307692,0.115384615,15.0032967,2.839819005,167.7527473,13.08021978,20.38901099,11.36263736,15.51648352,-4.588888889
249,44247,Florida Panthers,Detroit Red Wings,,3,-23,-1.2,0,18,-13,-5,31,0.276,63,-17,-1,-1,1.25,-0.18,1.13,-0.3,22,41,9.12,1,13,1.05,4,0,2.8,3.6,426,1.4,-104,0.004,1,30.53846154,-1,2.5,113.5384615,-17.15384615,5.711538462,-2.05,90.65384615,-10.88461538,5.461538462,-2.780769231,0.645230769,-0.592307692,-0.278461538,2.934615385,-2.934615385,8.269230769,3.807692308,7.2,31.69230769,-0.615384615,-6.528836755,-1.090909091,-1.970674487,1.664711632,2.62170088,4.286412512,7.996089932,4.263929619,0.82913001,0.910068426,0.633431085,0.121212121,0.542521994,1.294232649,1.206256109,0.121212121,9.921798631,-1.398790323,-33.47702835,-4.528836755,10.57282502,1.507331378,1.304985337,-8.841812865
250,44247,Calgary Flames,Edmonton Oilers,,8,10,-0.1,0,-9,8,1,-17,-0.152,-28,6,1,1,-0.52,0.09,-0.5,0.11,-16,1,-9.3,7,18,-2.24,0,3,0.2,0.1,15,-1.7,-140,-0.011,1,72.81613757,0.157407407,-2.32010582,-8.566137566,-77.75661376,4.324867725,0.202513228,-4.343915344,-48.97354497,3.445767196,-0.026190476,0.244179894,0.603968254,0.837301587,6.007936508,-6.007936508,0.374338624,-0.218253968,2.448544974,-2.535714286,-2.201058201,63.7955665,-0.0591133,-1.24137931,-1.1908867,-1.79679803,-2.987684729,-1.9408867,0.418719212,-0.486083744,-0.577586207,-0.610837438,-0.002463054,-0.387931034,-0.685960591,-1.14408867,0.033251232,-1.50862069,0.592980296,-20.91502463,-5.262315271,-10.26600985,-0.469211823,0.527093596,-7.047368421
251,44247,Toronto Maple Leafs,Montreal Canadiens,,8,-12,0.1,0,11,-7,-4,18,0.161,28,-17,0,-3,0.74,-0.12,0.5,-0.31,2,4,0.79,-6,-28,-0.02,-6,5,-1.3,-0.1,5,1.6,-21,0.009,2,52.12,0,-2.28,-61.32,-1.68,-0.94,2.2,-24.6,-5.32,-0.048,1.268,2.468695652,2.671666667,4.844347826,-5.456,5.452,3.44,2.72,3.3265,-10.56,3.850545455,9.797283177,-0.068965517,-4.213166144,0.188087774,1.289446186,1.47753396,5.662486938,-3.967607106,0.272727273,0.468129572,-0.060606061,-0.219435737,0.237199582,1.419017764,-0.039707419,-0.089864159,-7.111807732,1.709605911,-70.02507837,-2.131661442,-24.26123302,-5.81400209,-11.23197492,-1.590073529
252,44247,Buffalo Sabres,New Jersey Devils,,5,2,1,0,-4,4,0,-8,-0.072,-11,7,4,-2,-0.18,0.03,-0.2,0.12,8,-12,6.79,-12,-9,6.75,2,0,-0.6,-0.8,-20,-0.6,152,0.005,-3,-36.83903134,1.836182336,-1.314814815,-50.4985755,6.984330484,-2.713817664,0.151994302,-26.8988604,12.94017094,-2.204558405,0.221367521,-1.799555556,0.183903134,-1.196740741,-0.918518519,0.918518519,-3.646723647,-6.650997151,-1.318660969,-12.83618234,4.903692308,-87.57102273,1.228219697,-0.954545455,-0.470643939,-1.299242424,-1.769886364,-5.391098485,-0.875,-0.213068182,-0.75,0.221590909,0.057765152,-0.260416667,-1.649621212,0.261363636,0.089015152,-2.162878788,-0.29233871,-15.54829545,0.175189394,1.435606061,-0.402462121,-6.457386364,12.74444444
253,44247,New York Islanders,Pittsburgh Penguins,,5,5,0.8,0,-5,1,4,-6,-0.054,-41,-30,1,2,-0.18,0.03,-0.74,-0.54,-9,-8,-4.93,-13,-20,6.28,-2,-4,-0.5,-0.3,-61,-2.1,-89,0.013,5,-112.4933333,0.353333333,6.033333333,75.41333333,105.4066667,-0.654666667,1.538,53.12666667,65.7,0.417333333,1.941333333,-1.603448276,0.418,-0.902896552,1.434666667,-1.434666667,-3.606666667,3.286666667,4.663333333,16.42,4.152,-84.22321429,0.732142857,4.5,-0.602678571,-1.267857143,-1.870535714,-1.830357143,1.147321429,0.040178571,-0.397321429,-0.160714286,-0.044642857,-0.0625,-0.84375,-0.308035714,-0.116071429,5.339285714,-2.516589862,77.45982143,7.714285714,10.30803571,4.34375,0.080357143,2.847222222
254,44247,San Jose Sharks,St. Louis Blues,,9,12,0.4,0,-6,8,-2,-14,-0.125,-21,29,3,0,-0.73,0.11,-0.37,0.52,-14,1,-9.13,-2,13,2.65,-1,3,1.1,0.3,60,-1.6,121,-0.009,1,-72.74242424,-1.084848485,-3.660606061,-13.21212121,-11.87272727,-1.356060606,-0.82969697,-3.645454545,-8.272727273,0.606666667,0.776666667,-0.869393939,-2.996666667,-3.871818182,-0.122424242,0.122424242,1.493939394,-2.957575758,2.630909091,-5.196969697,4.236363636,-90.85495495,-0.879279279,-6.356756757,-1.620720721,-3.436036036,-5.056756757,-5.1,-1.452252252,-0.750540541,-0.95045045,-0.605405405,-0.064864865,-0.400900901,-2.13963964,-1.204504505,-0.091891892,-8.607207207,-2.512065637,-107.1990991,-3.387387387,-8.116216216,-14.6027027,-4.933333333,-12.88482972
255,44247,New York Rangers,Washington Capitals,,5,12,-4.8,0,-9,8,1,-17,-0.152,-12,-6,-2,0,-0.13,0.01,-0.22,-0.11,-1,26,-4.17,4,7,-1.7,6,-4,0.7,1.8,-40,-0.4,52,0.007,1,-65.19396552,-4.774425287,-3.727011494,-85.33189655,-36.58333333,-4.741810345,0.433045977,-60.02442529,-34.32183908,-4.107471264,0.159770115,0.055028736,0.20158046,0.247557471,-4.297126437,4.297126437,-1.293103448,1.931034483,-3.470402299,-15.29310345,3.66101949,-110.5344828,-4.362068966,-1.020689655,-0.616091954,-0.659770115,-1.275862069,-0.105747126,0.53908046,-0.187931034,-0.736781609,-0.077011494,0.197701149,-0.271264368,-0.671264368,-0.21954023,0.231034483,-3.293103448,0.721666667,-19.94137931,1.948275862,-2.514942529,-8.305747126,1.103448276,-8.615789474
